Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2013 Monte Carlo QF,W vsNieminen,1.05,1.41,40.0,2.8,3.8%,57.7%,0.0%,62.5%,57.1%,50.0%
2013 Monte Carlo R16,W vsMonaco,1.09,1.31,50.7,5.1,12.5%,62.5%,0.0%,51.4%,57.1%,44.4%
2013 Monte Carlo R32,W vsYouzhny,0.92,1.19,66.5,4.4,4.3%,58.7%,2.5%,70.0%,44.4%,48.8%
2013 Miami R16,L vsHaas,1.06,0.57,42.6,2.1,0.0%,48.6%,6.1%,57.6%,36.4%,14.3%
2013 Miami R32,W vsDevvarman,1.24,1.88,40.4,2.0,10.7%,67.9%,4.0%,76.0%,48.0%,37.5%
2013 Miami R64,W vsRosol,1.41,2.99,23.7,2.1,0.0%,79.2%,17.4%,65.2%,54.2%,63.6%
2013 Indian Wells SF,L vsdel Potro,0.87,0.88,71.8,7.0,4.1%,61.2%,6.3%,56.3%,48.1%,34.0%
2013 Indian Wells QF,W vsTsonga,0.99,3.75,32.3,2.2,15.8%,89.5%,5.3%,84.2%,53.8%,45.8%
2013 Indian Wells R16,W vsQuerrey,1.06,1.54,59.1,2.1,3.1%,62.5%,6.9%,72.4%,45.2%,50.0%
2013 Indian Wells R32,W vsDimitrov,1.15,1.80,38.6,3.6,0.0%,72.4%,3.8%,73.1%,43.3%,42.3%
2013 Indian Wells R64,W vsFognini,0.86,1.31,63.6,2.5,9.8%,63.4%,8.3%,72.2%,56.8%,41.9%
2013 Dubai F,W vsBerdych,1.06,1.40,58.2,3.2,11.4%,65.7%,12.5%,71.9%,36.1%,46.9%
2013 Dubai SF,W vsdel Potro,1.04,1.44,55.0,2.1,6.1%,69.7%,10.0%,73.3%,40.0%,39.5%
2013 Dubai QF,W vsSeppi,1.11,1.95,38.4,2.2,17.9%,75.0%,4.2%,62.5%,57.7%,50.0%
2013 Dubai R16,W vsBautista Agut,0.83,1.44,50.2,2.1,14.3%,67.9%,8.3%,75.0%,38.6%,62.5%
2013 Dubai R32,W vsTroicki,0.91,1.69,43.1,2.1,0.0%,77.8%,0.0%,65.2%,46.7%,57.1%
2013 Australian Open F,W vsMurray,1.18,1.37,40.0,4.5,-,75.0%,-,67.7%,32.4%,33.3%
2013 Australian Open SF,W vsFerrer,1.33,5.29,18.4,2.1,-,92.6%,-,79.2%,48.7%,61.1%
2013 Australian Open QF,W vsBerdych,0.97,1.59,33.7,2.1,11.8%,74.5%,8.7%,71.7%,41.1%,47.1%
2013 Australian Open R16,W vsWawrinka,1.04,1.14,71.7,7.5,2.9%,63.7%,4.3%,67.7%,33.6%,42.3%
2013 Australian Open R32,W vsStepanek,1.10,2.04,30.4,2.2,-,73.3%,-,85.0%,41.1%,37.3%
2013 Australian Open R32,W vsStepanek,1.10,2.04,30.5,2.2,8.9%,73.3%,7.5%,85.0%,42.9%,35.3%
2013 Australian Open R64,W vsHarrison,1.13,4.06,18.2,2.0,-,83.9%,-,88.0%,45.7%,56.8%
2013 Australian Open R64,W vsHarrison,1.13,4.06,18.2,2.0,9.7%,83.9%,16.0%,88.0%,45.7%,56.8%
2013 Australian Open R128,W vsMathieu,1.30,2.57,21.5,2.1,-,85.4%,-,75.0%,36.2%,41.0%
2013 Australian Open R128,W vsMathieu,1.30,2.57,21.4,2.1,9.8%,85.4%,13.9%,75.0%,34.0%,43.6%
2012 Tour Finals F,W vsFederer,1.17,1.17,64.5,3.2,4.0%,58.0%,8.3%,58.3%,44.9%,38.6%
2012 Tour Finals SF,W vsdel Potro,1.09,1.34,53.1,9.4,13.0%,63.0%,5.1%,71.8%,43.9%,36.8%
2012 Tour Finals RR,W vsMurray,1.14,1.27,64.9,5.1,6.0%,72.0%,2.3%,65.9%,34.8%,34.1%
2012 Paris R32,L vsQuerrey,0.78,0.90,72.8,10.0,-,71.4%,-,56.8%,47.1%,34.1%
2012 Shanghai F,W vsMurray,1.04,1.15,77.9,77.7,-,61.4%,-,59.6%,48.5%,38.7%
2012 Shanghai SF,W vsBerdych,1.20,1.99,33.2,2.1,-,69.0%,-,77.8%,29.0%,60.0%
2012 Shanghai QF,W vsHaas,1.06,1.58,42.2,2.0,3.6%,60.7%,7.1%,67.9%,60.0%,46.4%
2012 Shanghai R16,W vsLopez,1.47,3.85,33.9,2.0,33.3%,83.3%,21.1%,84.2%,37.9%,48.0%
2012 Shanghai R32,W vsDimitrov,1.48,5.28,26.2,2.0,-,91.3%,-,83.3%,37.5%,50.0%
2012 Beijing F,W vsTsonga,1.05,1.43,54.7,2.9,-,58.8%,-,75.0%,42.1%,48.6%
2012 Beijing SF,W vsMayer,1.45,2.07,38.0,2.0,6.9%,75.9%,18.5%,70.4%,31.8%,45.0%
2012 Beijing QF,W vsMelzer,1.26,2.83,28.7,2.2,-,73.9%,-,80.0%,52.2%,52.4%
2012 Beijing R16,W vsBerlocq,1.46,2.19,23.9,2.0,14.8%,70.4%,11.5%,53.8%,46.9%,66.7%
2012 Beijing R32,W vsBerrer,0.95,1.50,53.0,2.1,14.0%,81.4%,0.0%,66.7%,40.0%,41.9%
2012 US Open F,L vsMurray,0.93,0.89,44.7,2.6,-,54.7%,-,55.7%,41.3%,44.3%
2012 US Open SF,W vsFerrer,1.24,1.61,25.3,3.2,-,69.8%,-,62.5%,36.7%,51.2%
2012 US Open QF,W vsdel Potro,0.79,1.91,35.7,2.1,-,72.2%,-,86.7%,51.0%,51.0%
2012 US Open R32,W vsBenneteau,1.19,2.59,23.9,2.0,-,76.3%,-,82.1%,35.0%,58.3%
2012 US Open R64,W vsDutra Silva,1.09,2.57,23.0,2.0,-,84.8%,-,72.4%,45.5%,53.7%
2012 US Open R64,W vsDutra Silva,1.09,2.57,23.0,2.0,12.1%,84.8%,6.9%,72.4%,45.5%,53.7%
2012 US Open R128,W vsLorenzi,1.02,2.53,19.3,2.4,-,83.3%,-,60.9%,68.8%,62.1%
2012 US Open R128,W vsLorenzi,1.02,2.53,19.3,2.4,16.7%,83.3%,8.7%,60.9%,68.8%,62.1%
2012 Cincinnati F,L vsFederer,1.00,0.61,57.7,2.1,0.0%,75.0%,0.0%,41.4%,30.0%,19.2%
2012 Cincinnati SF,W vsdel Potro,1.16,1.70,44.1,2.4,9.7%,74.2%,10.0%,63.3%,33.3%,58.3%
2012 Cincinnati QF,W vsCilic,1.22,2.26,30.3,2.0,7.4%,77.8%,18.5%,70.4%,46.4%,50.0%
2012 Cincinnati R32,W vsSeppi,1.13,2.01,54.8,2.2,9.1%,78.8%,11.5%,73.1%,50.0%,34.2%
2012 Canada F,W vsGasquet,1.06,2.60,39.6,2.4,8.3%,79.2%,13.6%,86.4%,52.4%,33.3%
2012 Canada SF,W vsTipsarevic,1.02,1.63,47.1,2.3,6.3%,71.9%,3.3%,70.0%,37.1%,55.9%
2012 Canada QF,W vsHaas,1.08,1.28,57.6,2.3,4.0%,72.0%,2.2%,63.0%,37.3%,39.6%
2012 Canada R16,W vsQuerrey,1.44,1.59,41.6,2.3,6.1%,69.7%,10.0%,70.0%,28.6%,38.5%
2012 Canada R32,W vsTomic,0.99,1.72,51.7,2.6,-,60.7%,-,88.5%,45.2%,44.8%
2012 London Olympics BR,L vsdel Potro,0.78,0.77,54.5,2.8,21.9%,68.8%,10.3%,72.4%,29.7%,28.6%
2012 London Olympics SF,L vsMurray,0.83,0.79,55.7,2.2,9.1%,63.6%,0.0%,68.8%,28.9%,35.7%
2012 London Olympics QF,W vsTsonga,0.96,1.62,43.7,2.0,6.7%,76.7%,7.4%,66.7%,45.9%,48.6%
2012 London Olympics R16,W vsHewitt,1.14,1.33,56.1,4.2,24.4%,73.3%,12.5%,62.5%,36.6%,37.8%
2012 London Olympics R32,W vsRoddick,1.49,3.20,29.2,2.1,26.1%,69.6%,40.0%,85.0%,38.1%,63.2%
2012 Wimbledon SF,L vsFederer,0.87,0.66,35.1,2.4,-,70.0%,-,61.8%,25.5%,26.1%
2012 Wimbledon QF,W vsMayer,1.04,1.58,35.5,2.6,-,65.9%,-,75.0%,48.7%,42.1%
2012 Wimbledon R16,W vsTroicki,1.04,2.04,25.2,2.0,-,87.2%,-,58.1%,50.0%,51.4%
2012 Wimbledon R32,W vsStepanek,0.90,1.55,28.1,3.3,-,68.6%,-,77.8%,45.2%,48.6%
2012 Wimbledon R32,W vsStepanek,0.90,1.55,28.3,3.3,13.7%,68.6%,11.1%,77.8%,45.8%,47.8%
2012 Wimbledon R64,W vsHarrison,1.12,1.82,29.3,2.2,-,82.6%,-,71.8%,22.2%,51.2%
2012 Wimbledon R64,W vsHarrison,1.12,1.82,29.3,2.2,10.9%,82.6%,7.7%,71.8%,22.2%,51.2%
2012 Wimbledon R128,W vsFerrero,1.15,1.83,28.0,2.5,-,65.9%,-,73.2%,51.3%,45.5%
2012 Wimbledon R128,W vsFerrero,1.15,1.83,28.0,2.5,9.1%,65.9%,22.0%,73.2%,51.3%,45.5%
2012 Roland Garros F,L vsNadal,0.89,0.81,36.4,2.1,-,56.3%,-,52.5%,41.3%,41.8%
2012 Roland Garros SF,W vsFederer,1.01,1.41,33.0,2.6,-,66.7%,-,62.8%,51.1%,46.3%
2012 Roland Garros QF,W vsTsonga,0.97,1.18,58.3,13.6,-,66.3%,-,63.9%,41.0%,43.8%
2012 Roland Garros R16,W vsSeppi,0.92,1.20,51.3,10.4,-,64.9%,-,67.2%,44.3%,44.0%
2012 Roland Garros R32,W vsDevilder,1.34,2.47,19.4,2.2,-,75.6%,-,63.9%,63.2%,45.5%
2012 Roland Garros R32,W vsDevilder,1.34,2.47,19.4,2.2,4.9%,75.6%,2.8%,63.9%,63.2%,45.5%
2012 Roland Garros R64,W vsKavcic,0.99,1.67,31.1,2.0,-,71.1%,-,74.3%,42.0%,51.1%
2012 Roland Garros R64,W vsKavcic,0.99,1.67,31.1,2.0,7.9%,71.1%,5.7%,74.3%,42.0%,51.1%
2012 Roland Garros R128,W vsStarace,1.00,2.02,36.1,2.2,4.7%,81.4%,11.1%,75.0%,34.5%,52.9%
2012 Rome F,L vsNadal,0.85,0.71,49.3,2.4,-,60.5%,-,52.8%,41.7%,30.3%
2012 Rome SF,W vsFederer,1.12,1.44,50.2,2.2,2.9%,76.5%,0.0%,65.6%,40.0%,33.3%
2012 Rome QF,W vsTsonga,0.95,1.51,49.3,2.4,-,66.7%,-,67.9%,63.0%,40.0%
2012 Rome R32,W vsTomic,1.30,2.02,31.3,2.1,-,60.7%,-,79.2%,39.4%,56.7%
2012 Madrid QF,L vsTipsarevic,0.79,0.79,48.7,2.4,-,80.0%,-,61.5%,29.3%,28.2%
2012 Madrid R16,W vsWawrinka,1.02,1.79,54.7,2.2,-,84.4%,-,69.0%,48.8%,30.8%
2012 Madrid R32,W vsGimeno Traver,0.95,1.53,54.0,2.4,-,75.8%,-,75.0%,44.7%,34.1%
2012 Monte Carlo F,L vsNadal,0.77,0.38,29.9,2.3,-,50.0%,-,41.7%,23.8%,29.4%
2012 Monte Carlo SF,W vsBerdych,1.14,1.28,53.2,5.1,-,62.0%,-,63.8%,39.1%,44.2%
2012 Monte Carlo QF,W vsHaase,1.06,1.40,44.1,2.8,-,48.3%,-,57.7%,64.5%,60.0%
2012 Monte Carlo R16,W vsDolgopolov,1.09,1.46,56.0,4.4,-,64.9%,-,76.7%,42.2%,38.1%
2012 Monte Carlo R32,W vsSeppi,1.20,1.78,34.8,2.1,-,67.6%,-,69.0%,48.5%,45.5%
2012 Miami F,W vsMurray,1.06,1.52,58.2,2.0,-,70.3%,-,70.6%,36.4%,48.8%
2012 Miami SF,W vsMonaco,0.99,1.40,61.8,2.0,3.0%,69.7%,0.0%,65.6%,50.0%,41.2%
2012 Miami QF,W vsFerrer,1.02,1.44,51.2,2.1,-,72.2%,-,58.8%,50.0%,46.7%
2012 Miami R16,W vsGasquet,1.06,1.45,52.4,3.1,-,64.7%,-,74.2%,42.1%,42.4%
2012 Miami R32,W vsTroicki,1.26,1.78,43.2,2.0,-,70.6%,-,66.7%,57.1%,29.2%
2012 Miami R64,W vsBaghdatis,1.48,1.67,40.8,2.1,-,82.4%,-,63.3%,29.6%,30.4%
2012 Indian Wells SF,L vsIsner,0.82,0.96,87.4,3.4,-,72.4%,-,71.7%,31.0%,35.2%
2012 Indian Wells QF,W vsAlmagro,0.97,1.72,49.8,2.1,-,81.5%,-,69.2%,45.5%,41.4%
2012 Indian Wells R16,W vsAndujar,0.95,1.26,60.8,2.0,-,60.8%,-,71.4%,45.2%,44.7%
2012 Indian Wells R32,W vsAnderson,1.19,1.54,46.6,2.3,-,73.7%,-,54.3%,48.1%,44.0%
2012 Indian Wells R64,W vsGolubev,0.93,1.58,45.3,2.0,-,74.1%,-,66.7%,47.1%,53.1%
2012 Dubai SF,L vsMurray,0.75,0.58,39.8,2.0,-,51.9%,-,65.2%,30.0%,34.6%
2012 Dubai QF,W vsTipsarevic,0.94,1.56,58.9,2.1,-,75.0%,-,75.0%,51.5%,31.3%
2012 Dubai R16,W vsStakhovsky,1.04,1.37,62.5,2.6,-,70.6%,-,67.7%,27.0%,54.3%
2012 Dubai R32,W vsStebe,1.12,1.66,43.4,2.0,-,70.0%,-,71.4%,48.4%,38.7%
2012 Australian Open SF,W vsMurray,0.95,1.10,68.9,4.0,9.1%,56.8%,3.6%,59.0%,48.9%,48.8%
2012 Australian Open QF,W vsFerrer,1.02,1.42,40.1,2.2,6.4%,70.2%,0.0%,68.2%,42.0%,43.8%
2012 Australian Open R16,W vsHewitt,0.99,1.39,31.0,2.0,20.0%,70.9%,8.5%,61.7%,42.9%,50.8%
2012 Australian Open R32,W vsMahut,0.94,2.68,22.7,2.0,10.3%,69.0%,17.4%,91.3%,58.8%,62.5%
2012 Australian Open R64,W vsGiraldo,1.07,2.13,24.4,2.6,5.9%,64.7%,22.6%,83.9%,63.2%,40.0%
2012 Australian Open R128,W vsLorenzi,0.93,1.84,26.9,2.5,6.3%,68.8%,6.7%,63.3%,75.0%,58.6%
2011 Tour Finals RR,W vsBerdych,1.13,1.23,70.3,7.3,-,60.4%,-,67.4%,45.1%,32.6%
2011 Tour Finals RR,L vsFerrer,0.90,0.45,35.4,2.5,-,51.6%,-,50.0%,20.8%,28.6%
2011 Tour Finals RR,L vsTipsarevic,0.71,0.78,47.6,4.7,-,60.5%,-,69.4%,36.7%,40.0%
2011 Paris R32,W vsDodig,1.14,2.06,47.0,2.2,-,74.1%,-,80.8%,35.5%,46.7%
2011 Basel SF,L vsNishikori,0.90,0.80,53.3,9.2,-,59.6%,-,52.3%,28.6%,50.0%
2011 Basel QF,W vsBaghdatis,1.20,1.43,46.4,4.1,-,69.2%,-,66.7%,41.0%,34.4%
2011 Basel R16,W vsKubot,1.56,3.42,24.4,2.1,-,83.3%,-,68.4%,45.5%,57.1%
2011 Basel R32,W vsMalisse,1.07,1.34,61.6,2.0,-,63.6%,-,77.5%,31.3%,43.5%
2011 US Open F,W vsNadal,0.99,1.21,38.5,2.6,-,60.9%,-,55.6%,47.3%,55.2%
2011 US Open SF,W vsFederer,0.98,1.28,47.4,71.7,-,73.7%,-,68.8%,37.6%,36.7%
2011 US Open R16,W vsDolgopolov,1.01,1.33,47.1,2.9,-,67.3%,-,68.0%,40.8%,44.4%
2011 US Open R16,W vsDolgopolov,1.01,1.33,47.1,2.9,-,67.3%,-,68.0%,40.8%,44.4%
2011 US Open R16,W vsDolgopolov,1.01,1.33,47.1,2.9,-,67.3%,-,68.0%,40.8%,44.4%
2011 US Open R32,W vsDavydenko,1.06,1.73,29.5,2.0,-,73.2%,-,69.2%,42.9%,51.3%
2011 US Open R32,W vsDavydenko,1.06,1.73,29.5,2.0,-,73.2%,-,69.2%,42.9%,51.3%
2011 US Open R32,W vsDavydenko,1.06,1.73,29.5,2.0,-,73.2%,-,69.2%,42.9%,51.3%
2011 US Open R32,W vsDavydenko,1.06,1.73,29.5,2.0,9.8%,73.2%,0.0%,69.2%,42.9%,51.3%
2011 US Open R64,W vsBerlocq,0.96,1.91,22.9,2.1,10.0%,80.0%,7.7%,50.0%,71.4%,62.5%
2011 US Open R64,W vsBerlocq,0.96,1.91,22.9,2.1,10.0%,80.0%,7.7%,50.0%,71.4%,62.5%
2011 Cincinnati R32,W vsHarrison,1.04,1.65,41.4,2.7,-,78.6%,-,50.0%,62.1%,45.8%
2011 Cincinnati R32,W vsHarrison,1.04,1.65,41.4,2.7,-,78.6%,-,50.0%,62.1%,45.8%
2011 Canada F,W vsFish,1.17,1.28,57.6,2.4,-,67.3%,-,59.6%,40.9%,38.5%
2011 Canada QF,W vsMonfils,1.25,2.09,35.0,2.3,-,69.0%,-,66.7%,57.1%,50.0%
2011 Canada R16,W vsCilic,1.23,1.56,45.3,2.2,-,71.4%,-,67.7%,30.0%,48.1%
2011 Wimbledon F,W vsNadal,1.36,1.58,31.4,2.1,12.0%,72.0%,2.2%,62.2%,38.6%,36.8%
2011 Wimbledon SF,W vsTsonga,0.96,1.46,37.1,2.9,4.5%,74.2%,3.7%,74.1%,39.1%,39.1%
2011 Wimbledon QF,W vsTomic,1.00,1.24,44.0,3.0,14.0%,68.4%,11.5%,63.5%,44.6%,40.0%
2011 Wimbledon R16,W vsLlodra,1.15,2.46,25.5,2.0,15.8%,81.6%,8.8%,79.4%,38.1%,45.0%
2011 Wimbledon R32,W vsBaghdatis,1.12,1.31,41.9,2.1,12.3%,67.7%,3.5%,70.2%,39.7%,32.8%
2011 Wimbledon R64,W vsAnderson,1.31,1.93,24.0,2.0,10.9%,65.2%,4.9%,73.2%,54.1%,37.1%
2011 Wimbledon R128,W vsChardy,1.05,2.88,26.7,2.1,9.1%,75.8%,21.4%,89.3%,48.7%,50.0%
2011 Roland Garros SF,L vsFederer,1.02,0.84,48.6,2.7,4.7%,57.0%,3.7%,63.4%,32.9%,32.4%
2011 Roland Garros R16,W vsGasquet,1.06,2.59,22.8,2.0,15.4%,87.2%,6.5%,77.4%,42.2%,41.5%
2011 Roland Garros R32,W vsdel Potro,1.02,1.57,31.8,2.4,1.9%,69.2%,11.4%,75.0%,41.4%,45.5%
2011 Roland Garros R128,W vsDe Bakker,1.38,3.87,17.9,2.0,0.0%,84.4%,0.0%,81.5%,40.5%,55.3%
2011 Rome F,W vsNadal,1.11,1.33,56.7,2.2,0.0%,59.4%,0.0%,65.5%,44.4%,45.5%
2011 Rome SF,W vsMurray,0.96,1.11,90.6,17.1,8.0%,68.0%,0.0%,52.2%,40.0%,52.1%
2011 Madrid F,W vsNadal,0.98,1.27,54.8,2.3,3.3%,56.7%,7.1%,67.9%,46.2%,52.8%
2011 Madrid SF,W vsBellucci,1.17,1.34,52.3,13.3,4.8%,64.3%,10.5%,68.4%,32.5%,45.7%
2011 Miami F,W vsNadal,0.96,1.21,69.6,4.0,2.0%,72.0%,4.4%,64.4%,35.7%,44.4%
2011 Miami SF,W vsFish,1.25,1.66,45.7,2.4,6.7%,73.3%,10.7%,57.1%,38.5%,54.5%
2011 Indian Wells F,W vsNadal,1.42,1.59,48.9,4.6,4.3%,69.6%,4.7%,62.8%,44.4%,30.3%
2011 Indian Wells SF,W vsFederer,1.14,1.24,54.9,2.3,2.3%,65.1%,4.8%,54.8%,38.6%,48.8%
2011 Indian Wells QF,W vsGasquet,0.95,1.39,44.7,3.0,3.7%,77.8%,3.7%,51.9%,51.4%,51.4%
2011 Dubai F,W vsFederer,1.04,1.83,41.4,2.1,11.1%,74.1%,9.1%,72.7%,45.2%,48.1%
2011 Australian Open F,W vsMurray,0.99,1.53,29.9,2.1,9.8%,68.3%,5.9%,64.7%,52.6%,50.0%
2011 Australian Open SF,W vsFederer,1.26,1.31,36.8,2.2,4.5%,69.7%,5.1%,55.9%,33.3%,43.1%
2011 Australian Open QF,W vsBerdych,1.02,1.53,36.1,2.0,10.4%,77.1%,11.6%,60.5%,38.0%,54.3%
2011 Australian Open R16,W vsAlmagro,1.09,2.10,26.0,2.1,12.8%,71.8%,19.4%,80.6%,48.7%,43.6%
2011 Australian Open R64,W vsDodig,0.96,1.37,44.2,2.3,12.7%,69.8%,1.7%,72.4%,40.0%,42.3%
2011 Australian Open R128,W vsGranollers,1.21,2.46,20.9,2.0,11.8%,79.4%,9.4%,65.6%,45.7%,66.7%
2010 Tour Finals SF,L vsFederer,0.99,0.63,45.4,2.0,3.4%,58.6%,3.6%,42.9%,20.7%,42.3%
2010 Tour Finals RR,W vsBerdych,1.27,1.96,35.3,2.0,17.9%,85.7%,0.0%,57.7%,46.7%,38.5%
2010 Tour Finals RR,L vsNadal,0.91,0.69,51.8,2.4,18.8%,56.3%,3.4%,58.6%,42.4%,20.7%
2010 Tour Finals RR,W vsRoddick,1.52,2.27,34.9,2.2,7.4%,66.7%,12.5%,83.3%,36.4%,40.0%
2010 Basel F,L vsFederer,0.82,0.72,46.3,2.4,2.3%,72.1%,7.7%,56.4%,37.2%,24.4%
2010 Shanghai SF,L vsFederer,0.87,0.72,51.3,2.6,5.1%,66.7%,5.6%,52.8%,42.1%,22.9%
2010 Beijing F,W vsFerrer,1.03,1.68,44.1,2.0,3.7%,74.1%,4.5%,68.2%,45.2%,48.1%
2010 US Open F,L vsNadal,0.99,0.76,36.9,2.1,2.7%,55.4%,4.3%,60.9%,31.0%,33.3%
2010 US Open SF,W vsFederer,0.99,1.16,63.4,6.8,5.1%,65.8%,0.0%,66.7%,37.3%,41.6%
2010 US Open QF,W vsMonfils,0.97,1.42,31.9,2.9,0.0%,68.6%,2.0%,59.2%,50.9%,53.7%
2010 Cincinnati QF,L vsRoddick,0.86,0.66,46.7,2.2,9.4%,62.5%,6.7%,60.0%,32.3%,26.7%
2010 Canada SF,L vsFederer,0.99,0.87,78.4,4.0,3.3%,60.0%,0.0%,48.3%,48.0%,31.1%
2010 Wimbledon SF,L vsBerdych,0.93,0.70,43.7,2.0,8.7%,58.7%,11.9%,71.4%,23.6%,29.8%
2010 Wimbledon R128,W vsRochus,0.95,1.17,44.7,4.9,18.1%,62.5%,6.2%,58.5%,42.2%,54.7%
2010 Monte Carlo SF,L vsVerdasco,1.17,0.70,48.9,2.5,0.0%,44.1%,0.0%,43.8%,36.0%,30.0%
2010 Dubai F,W vsYouzhny,1.04,1.16,75.6,3.4,3.5%,56.1%,6.0%,58.0%,41.8%,54.7%
2010 Australian Open QF,L vsTsonga,0.85,0.87,50.1,4.4,1.3%,55.8%,1.5%,67.6%,38.4%,40.2%
2009 Tour Finals RR,W vsDavydenko,1.14,1.20,71.5,6.2,2.0%,52.9%,2.0%,71.4%,36.5%,43.8%
2009 Tour Finals RR,W vsNadal,1.15,1.42,52.4,2.4,5.3%,60.5%,0.0%,71.4%,32.4%,52.9%
2009 Tour Finals RR,L vsSoderling,1.02,0.64,50.3,2.4,2.7%,59.5%,2.9%,55.9%,32.3%,20.7%
2009 Paris F,W vsMonfils,0.97,1.21,67.1,2.5,1.9%,71.2%,2.2%,63.0%,30.9%,51.0%
2009 Paris SF,W vsNadal,1.33,2.42,34.3,2.1,11.1%,74.1%,4.3%,73.9%,45.0%,50.0%
2009 Shanghai SF,L vsDavydenko,0.96,0.84,79.6,7.4,0.0%,59.0%,8.5%,67.8%,37.3%,27.1%
2009 Beijing F,W vsCilic,1.11,1.33,62.3,2.4,2.6%,60.5%,2.9%,58.8%,52.9%,43.8%
2009 US Open SF,L vsFederer,0.88,0.71,39.5,2.7,1.6%,59.0%,9.3%,68.5%,31.0%,27.5%
2009 Cincinnati F,L vsFederer,1.16,0.69,54.3,2.1,2.4%,48.8%,5.0%,55.0%,28.1%,28.6%
2009 Cincinnati SF,W vsNadal,1.15,1.66,47.2,2.0,13.8%,75.9%,3.8%,61.5%,55.2%,33.3%
2009 Wimbledon QF,L vsHaas,0.85,0.76,36.7,2.2,6.1%,65.2%,17.2%,74.1%,24.6%,30.5%
2009 Madrid SF,L vsNadal,0.85,1.01,100.1,8.0,10.2%,79.7%,0.0%,62.3%,30.9%,36.9%
2009 Belgrade F,W vsKubot,1.12,1.55,41.5,2.0,18.9%,78.4%,0.0%,53.1%,36.4%,57.1%
2009 Rome F,L vsNadal,0.86,0.68,48.8,2.2,0.0%,55.6%,0.0%,53.3%,24.3%,48.5%
2009 Rome SF,W vsFederer,1.15,1.24,64.7,16.7,3.8%,53.8%,2.1%,66.7%,39.0%,47.5%
2009 Rome QF,W vsdel Potro,1.29,1.64,43.6,2.0,0.0%,69.7%,9.7%,61.3%,55.2%,30.8%
2009 Monte Carlo F,L vsNadal,0.98,0.81,65.6,3.0,4.4%,57.8%,4.8%,35.7%,43.2%,44.2%
2009 Monte Carlo SF,W vsWawrinka,0.94,1.21,64.1,5.8,2.3%,62.8%,0.0%,65.8%,44.0%,48.9%
2009 Miami F,L vsMurray,1.08,0.73,40.5,2.0,5.4%,43.2%,0.0%,55.6%,34.4%,34.5%
2009 Miami SF,W vsFederer,1.01,1.38,45.3,4.4,2.6%,59.0%,8.8%,70.6%,55.8%,40.5%
2009 Davis Cup RR,L vsFerrer,0.86,0.74,35.9,2.4,1.7%,46.6%,3.7%,55.6%,51.7%,32.1%
2009 Davis Cup RR,L vsNadal,1.02,0.61,33.8,2.2,4.1%,59.2%,0.0%,44.7%,27.5%,30.3%
2009 Dubai F,W vsFerrer,1.22,1.52,48.3,2.1,3.0%,60.6%,6.7%,63.3%,50.0%,44.4%
2008 Masters Cup F,W vsDavydenko,0.99,1.70,38.9,2.0,6.9%,89.7%,3.8%,50.0%,58.8%,40.6%
2008 Masters Cup SF,W vsSimon,1.04,1.21,61.0,4.0,7.3%,65.5%,7.8%,66.7%,37.5%,41.5%
2008 US Open SF,L vsFederer,0.97,0.76,42.6,2.5,6.1%,65.2%,3.4%,58.6%,21.5%,38.3%
2008 Beijing Olympics BR,W vsBlake,1.30,2.06,47.5,2.0,11.8%,88.2%,10.3%,72.4%,30.3%,29.6%
2008 Beijing Olympics SF,L vsNadal,0.77,0.79,61.7,2.9,13.3%,66.7%,7.5%,60.0%,35.9%,38.9%
2008 Beijing Olympics QF,W vsMonfils,1.10,1.25,69.0,4.1,5.9%,66.7%,4.1%,59.2%,32.6%,52.5%
2008 Cincinnati F,L vsMurray,0.97,0.81,62.9,2.2,7.8%,62.7%,4.4%,55.6%,32.6%,35.7%
2008 Cincinnati SF,W vsNadal,1.35,1.93,39.0,2.0,6.7%,70.0%,7.4%,77.8%,33.3%,42.9%
2008 Canada QF,L vsMurray,0.85,0.72,50.7,2.2,5.9%,52.9%,3.3%,66.7%,32.4%,36.1%
2008 Wimbledon R64,L vsSafin,0.91,0.64,32.5,2.1,3.9%,56.9%,6.5%,63.0%,27.1%,29.8%
2008 Queen's Club F,L vsNadal,0.95,0.88,66.0,3.3,4.3%,58.7%,4.5%,56.8%,46.3%,31.7%
2008 Roland Garros SF,L vsNadal,0.83,0.65,29.1,2.1,0.0%,61.5%,4.2%,54.2%,36.7%,28.6%
2008 Hamburg SF,L vsNadal,0.86,0.82,59.3,3.5,0.0%,54.2%,0.0%,53.3%,45.6%,43.4%
2008 Rome F,W vsWawrinka,1.06,1.73,45.1,4.4,0.0%,79.5%,0.0%,75.0%,42.2%,31.0%
2008 Monte Carlo R16,W vsMurray,0.96,1.65,42.7,2.0,0.0%,76.0%,0.0%,60.0%,48.4%,58.6%
2008 Indian Wells F,W vsFish,1.12,1.30,55.2,3.1,8.9%,71.1%,15.4%,56.4%,39.1%,43.9%
2008 Indian Wells SF,W vsNadal,1.01,1.76,43.6,2.8,25.9%,77.8%,4.3%,65.2%,51.9%,45.8%
2008 Dubai QF,W vsAndreev,1.11,2.66,32.7,2.3,0.0%,70.0%,5.6%,83.3%,56.5%,57.1%
