Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2020 Australian Open R16,W vsSchwartzman,70% (14/20),50% (4/8),3/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2020 Australian Open R32,W vsNishioka,87% (13/15),83% (5/6),3/5,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2020 Australian Open R64,W vsIto,72% (13/18),56% (5/9),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2020 Australian Open R128,W vsStruff,65% (13/20),64% (7/11),3/7,1/2,20% (1/5),0/1,0/0,67% (4/6),50% (3/6)
2020 Atp Cup F,W vsNadal,67% (10/15),25% (2/8),2/2,1/1,100% (5/5),0/0,0/0,83% (5/6),40% (2/5)
2020 Atp Cup SF,W vsMedvedev,52% (12/23),45% (5/11),2/4,1/2,73% (8/11),0/1,0/0,- (0/0),- (0/0)
2019 Tour Finals RR,L vsFederer,54% (7/13),0% (0/1),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2019 Tour Finals RR,W vsBerrettini,88% (7/8),71% (5/7),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Tour Finals RR,L vsThiem,75% (12/16),33% (3/9),1/1,0/0,0% (0/4),1/3,1/2,50% (6/12),50% (6/12)
2019 Paris F,W vsShapovalov,71% (10/14),50% (2/4),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Paris SF,W vsDimitrov,85% (11/13),50% (1/2),2/2,1/1,- (0/0),0/0,0/0,67% (4/6),50% (3/6)
2019 Paris QF,W vsTsitsipas,80% (8/10),44% (4/9),2/6,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Shanghai QF,L vsTsitsipas,76% (13/17),100% (1/1),1/1,0/0,71% (5/7),2/4,2/3,- (0/0),- (0/0)
2019 Shanghai R32,W vsShapovalov,82% (9/11),50% (3/6),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Tokyo F,W vsMillman,60% (9/15),75% (3/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 US Open R32,W vsKudla,70% (14/20),44% (4/9),3/4,1/1,100% (7/7),0/0,0/0,- (0/0),- (0/0)
2019 US Open R64,W vsLondero,75% (9/12),50% (9/18),3/4,1/2,38% (3/8),0/0,0/0,80% (4/5),60% (3/5)
2019 US Open R128,W vsCarballes Baena,82% (14/17),36% (4/11),3/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Cincinnati SF,L vsMedvedev,79% (11/14),50% (1/2),1/1,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2019 Cincinnati QF,W vsPouille,77% (10/13),50% (3/6),5/8,1/1,50% (1/2),0/0,0/0,100% (4/4),60% (3/5)
2019 Cincinnati R32,W vsQuerrey,75% (9/12),57% (4/7),2/3,1/1,0% (0/3),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon F,W vsFederer,57% (26/46),38% (3/8),3/3,1/1,46% (6/13),3/5,2/2,82% (14/17),44% (7/16)
2019 Wimbledon SF,W vsBautista Agut,55% (17/31),63% (5/8),3/8,1/5,80% (4/5),0/1,0/0,- (0/0),- (0/0)
2019 Wimbledon QF,W vsGoffin,65% (11/17),70% (7/10),3/5,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R16,W vsHumbert,68% (13/19),56% (5/9),3/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R32,W vsHurkacz,75% (21/28),24% (4/17),3/4,1/1,100% (3/3),2/3,0/0,33% (2/6),50% (3/6)
2019 Wimbledon R64,W vsKudla,61% (11/18),54% (7/13),3/7,1/4,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,W vsKohlschreiber,93% (13/14),43% (6/14),3/4,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros SF,L vsThiem,62% (18/29),58% (7/12),2/2,0/0,59% (13/22),5/8,2/3,- (0/0),- (0/0)
2019 Roland Garros QF,W vsZverev,93% (13/14),55% (6/11),3/7,1/2,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros R16,W vsStruff,81% (13/16),71% (5/7),3/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros R32,W vsCaruso,87% (13/15),45% (5/11),3/3,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros R64,W vsLaaksonen,75% (12/16),60% (6/10),3/5,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros R128,W vsHurkacz,80% (12/15),67% (6/9),3/4,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Rome F,L vsNadal,50% (6/12),50% (1/2),1/1,0/0,65% (11/17),0/2,0/1,- (0/0),- (0/0)
2019 Rome SF,W vsSchwartzman,61% (14/23),80% (4/5),2/4,1/2,50% (2/4),0/1,0/0,50% (2/4),0% (0/5)
2019 Rome QF,W vsdel Potro,70% (14/20),18% (2/11),2/3,1/1,71% (5/7),2/3,2/2,71% (5/7),43% (3/7)
2019 Madrid F,W vsTsitsipas,56% (10/18),40% (2/5),2/6,1/4,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Madrid SF,W vsThiem,82% (9/11),80% (4/5),2/2,1/1,44% (4/9),0/1,0/0,82% (9/11),56% (5/9)
2019 Madrid R16,W vsChardy,83% (10/12),50% (2/4),2/2,1/1,100% (4/4),1/1,0/0,100% (4/4),60% (3/5)
2019 Madrid R32,W vsFritz,90% (9/10),100% (3/3),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Monte Carlo QF,L vsMedvedev,64% (9/14),50% (2/4),1/1,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 Monte Carlo R16,W vsFritz,60% (6/10),60% (6/10),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Monte Carlo R32,W vsKohlschreiber,50% (11/22),50% (5/10),2/6,1/5,75% (12/16),1/2,0/0,- (0/0),- (0/0)
2019 Miami R16,L vsBautista Agut,53% (10/19),31% (4/13),1/3,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2019 Miami R32,W vsDelbonis,67% (12/18),42% (5/12),2/4,1/1,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2019 Miami R64,W vsTomic,69% (9/13),75% (3/4),2/3,1/2,0% (0/1),0/0,0/0,100% (5/5),50% (2/4)
2019 Indian Wells R32,L vsKohlschreiber,54% (7/13),20% (1/5),0/0,0/0,25% (1/4),1/3,0/1,- (0/0),- (0/0)
2019 Indian Wells R64,W vsFratangelo,56% (9/16),60% (3/5),2/2,1/1,50% (1/2),0/0,0/0,67% (4/6),50% (3/6)
2019 Australian Open F,W vsNadal,81% (13/16),63% (5/8),3/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Australian Open SF,W vsPouille,85% (11/13),58% (7/12),3/5,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Australian Open R16,W vsMedvedev,71% (17/24),39% (7/18),3/5,1/3,78% (7/9),3/4,0/0,33% (2/6),50% (3/6)
2019 Australian Open R32,W vsShapovalov,61% (14/23),62% (8/13),3/6,1/3,40% (2/5),2/3,0/0,- (0/0),- (0/0)
2019 Australian Open R64,W vsTsonga,67% (14/21),56% (5/9),3/4,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Australian Open R128,W vsKrueger,80% (12/15),30% (6/20),3/4,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Doha SF,L vsBautista Agut,61% (14/23),50% (2/4),1/2,0/0,75% (6/8),4/6,0/1,71% (5/7),14% (1/7)
2019 Doha QF,W vsBasilashvili,86% (12/14),57% (4/7),2/2,1/1,50% (3/6),1/2,0/0,- (0/0),- (0/0)
2019 Doha R16,W vsFucsovics,92% (12/13),67% (4/6),2/3,1/1,50% (2/4),0/1,0/0,- (0/0),- (0/0)
2019 Doha R32,W vsDzumhur,89% (8/9),50% (4/8),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Tour Finals F,L vsZverev,75% (6/8),100% (1/1),0/0,0/0,33% (2/6),2/4,1/2,- (0/0),- (0/0)
2018 Tour Finals SF,W vsAnderson,100% (8/8),44% (4/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Tour Finals RR,W vsIsner,90% (9/10),33% (3/9),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Tour Finals RR,W vsZverev,75% (9/12),60% (3/5),2/5,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2018 Tour Finals RR,W vsCilic,100% (10/10),25% (2/8),2/3,1/1,- (0/0),1/1,0/0,100% (8/8),13% (1/8)
2018 Paris F,L vsKhachanov,57% (8/14),20% (1/5),0/0,0/0,63% (5/8),0/2,0/1,- (0/0),- (0/0)
2018 Paris SF,W vsFederer,71% (17/24),0% (0/12),2/4,1/3,50% (1/2),1/2,0/0,83% (10/12),42% (5/12)
2018 Paris QF,W vsCilic,67% (12/18),31% (4/13),2/2,1/1,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2018 Paris R32,W vsSousa,56% (9/16),80% (4/5),2/4,1/3,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2018 Shanghai F,W vsCoric,83% (10/12),22% (2/9),2/5,1/4,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Shanghai SF,W vsZverev,67% (8/12),67% (4/6),2/6,1/4,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Shanghai QF,W vsAnderson,65% (11/17),50% (1/2),2/4,1/3,100% (1/1),1/1,0/0,100% (4/4),75% (3/4)
2018 Shanghai R16,W vsCecchinato,73% (8/11),36% (4/11),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2018 Shanghai R32,W vsChardy,63% (10/16),60% (3/5),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 US Open F,W vsdel Potro,56% (14/25),57% (4/7),3/3,1/1,67% (4/6),0/0,0/0,67% (4/6),60% (3/5)
2018 US Open SF,W vsNishikori,78% (14/18),24% (4/17),3/4,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2018 US Open QF,W vsMillman,74% (14/19),20% (4/20),3/4,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2018 US Open R16,W vsSousa,62% (13/21),83% (5/6),3/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 US Open R32,W vsGasquet,76% (13/17),42% (5/12),3/6,1/3,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2018 US Open R64,W vsSandgren,63% (17/27),44% (7/16),3/9,1/2,67% (2/3),1/2,0/0,40% (2/5),0% (0/4)
2018 US Open R128,W vsFucsovics,60% (15/25),46% (6/13),3/5,1/2,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2018 Cincinnati F,W vsFederer,69% (9/13),50% (3/6),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Cincinnati SF,W vsCilic,52% (11/21),50% (4/8),2/3,1/2,75% (9/12),2/3,0/0,- (0/0),- (0/0)
2018 Cincinnati QF,W vsRaonic,72% (13/18),29% (4/14),2/3,1/1,63% (5/8),3/4,0/0,- (0/0),- (0/0)
2018 Cincinnati R16,W vsDimitrov,61% (11/18),60% (3/5),2/4,1/2,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2018 Cincinnati R32,W vsMannarino,55% (11/20),63% (5/8),2/2,1/1,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2018 Cincinnati R64,W vsJohnson,56% (9/16),25% (3/12),2/11,1/9,50% (2/4),0/0,0/0,60% (3/5),67% (4/6)
2018 Canada R16,L vsTsitsipas,57% (12/21),0% (0/2),1/3,0/0,80% (8/10),0/2,0/1,100% (6/6),17% (1/6)
2018 Canada R32,W vsPolansky,71% (10/14),33% (2/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Canada R64,W vsBasic,82% (9/11),60% (3/5),2/3,1/1,50% (2/4),0/0,0/0,80% (4/5),60% (3/5)
2018 Wimbledon F,W vsAnderson,74% (14/19),100% (4/4),3/4,1/2,100% (7/7),5/5,0/0,80% (4/5),60% (3/5)
2018 Wimbledon SF,W vsNadal,67% (24/36),21% (4/19),3/5,1/2,64% (7/11),3/5,0/0,70% (7/10),40% (4/10)
2018 Wimbledon QF,W vsNishikori,74% (14/19),50% (7/14),3/5,1/1,57% (4/7),1/2,0/0,- (0/0),- (0/0)
2018 Wimbledon R16,W vsKhachanov,79% (11/14),50% (7/14),3/6,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2018 Wimbledon R32,W vsEdmund,82% (18/22),24% (4/17),3/3,1/1,80% (4/5),0/1,0/0,- (0/0),- (0/0)
2018 Wimbledon R64,W vsZeballos,67% (12/18),46% (6/13),3/4,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2018 Wimbledon R128,W vsSandgren,85% (11/13),37% (7/19),3/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Queen's Club F,L vsCilic,63% (15/24),17% (1/6),1/4,0/1,88% (7/8),0/2,0/1,60% (3/5),17% (1/6)
2018 Queen's Club SF,W vsChardy,100% (11/11),33% (1/3),2/4,1/1,- (0/0),0/0,0/0,83% (5/6),33% (2/6)
2018 Queen's Club QF,W vsMannarino,82% (9/11),31% (4/13),2/4,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2018 Queen's Club R16,W vsDimitrov,64% (9/14),50% (3/6),2/7,1/4,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Queen's Club R32,W vsMillman,100% (7/7),38% (5/13),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Roland Garros QF,L vsCecchinato,65% (15/23),35% (6/17),1/8,0/0,60% (6/10),3/6,3/4,47% (8/17),39% (7/18)
2018 Roland Garros R16,W vsVerdasco,62% (13/21),50% (5/10),3/4,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 Roland Garros R32,W vsBautista Agut,89% (16/18),44% (8/18),3/10,1/2,38% (3/8),2/3,0/0,69% (9/13),33% (4/12)
2018 Roland Garros R64,W vsMunar,76% (13/17),71% (5/7),3/5,1/1,57% (4/7),0/0,0/0,100% (4/4),75% (3/4)
2018 Roland Garros R128,W vsDutra Silva,86% (12/14),55% (6/11),3/4,1/2,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2018 Rome SF,L vsNadal,80% (8/10),33% (1/3),0/0,0/0,40% (2/5),1/3,1/2,17% (1/6),60% (3/5)
2018 Rome QF,W vsNishikori,44% (8/18),60% (6/10),2/3,1/1,56% (5/9),0/1,0/0,- (0/0),- (0/0)
2018 Rome R16,W vsRamos,60% (9/15),80% (4/5),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2018 Rome R32,W vsBasilashvili,50% (9/18),60% (3/5),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2018 Rome R64,W vsDolgopolov,73% (8/11),80% (4/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2018 Madrid R32,L vsEdmund,69% (9/13),43% (3/7),1/2,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2018 Madrid R64,W vsNishikori,77% (10/13),43% (3/7),2/4,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2018 Barcelona R32,L vsKlizan,75% (9/12),50% (2/4),1/1,0/0,0% (0/3),2/4,1/2,- (0/0),- (0/0)
2018 Monte Carlo R16,L vsThiem,40% (10/25),33% (1/3),1/1,0/0,50% (5/10),4/6,1/2,50% (2/4),100% (5/5)
2018 Monte Carlo R32,W vsCoric,39% (9/23),50% (4/8),2/11,1/10,67% (6/9),0/0,0/0,100% (5/5),50% (2/4)
2018 Monte Carlo R64,W vsLajovic,88% (7/8),56% (5/9),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2018 Miami R64,L vsPaire,55% (6/11),100% (1/1),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2018 Indian Wells R64,L vsDaniel,65% (11/17),29% (2/7),1/4,0/0,73% (8/11),0/2,0/1,20% (1/5),40% (2/5)
2018 Australian Open R16,L vsChung,50% (12/24),26% (5/19),0/0,0/0,40% (4/10),1/4,0/1,30% (3/10),36% (4/11)
2018 Australian Open R32,W vsRamos,72% (13/18),42% (5/12),3/3,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2018 Australian Open R64,W vsMonfils,63% (15/24),47% (7/15),3/8,1/4,63% (5/8),1/2,0/0,- (0/0),- (0/0)
2018 Australian Open R128,W vsYoung,80% (12/15),24% (6/25),3/8,1/6,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2017 Wimbledon R16,W vsMannarino,64% (14/22),40% (4/10),3/8,1/3,50% (1/2),0/0,0/0,50% (3/6),67% (4/6)
2017 Wimbledon R32,W vsGulbis,61% (14/23),36% (4/11),3/8,1/2,75% (3/4),0/0,0/0,100% (4/4),60% (3/5)
2017 Wimbledon R64,W vsPavlasek,73% (11/15),39% (7/18),3/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Eastbourne F,W vsMonfils,75% (9/12),50% (3/6),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2017 Eastbourne SF,W vsMedvedev,82% (9/11),50% (3/6),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Eastbourne QF,W vsYoung,69% (9/13),30% (3/10),2/5,1/4,75% (3/4),2/2,0/0,70% (7/10),40% (4/10)
2017 Eastbourne R16,W vsPospisil,67% (10/15),40% (2/5),2/4,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2017 Roland Garros QF,L vsThiem,37% (7/19),33% (2/6),0/2,0/0,60% (9/15),3/6,1/2,17% (1/6),67% (4/6)
2017 Roland Garros R16,W vsRamos,65% (11/17),70% (7/10),3/3,1/1,63% (5/8),0/0,0/0,67% (4/6),50% (3/6)
2017 Roland Garros R32,W vsSchwartzman,75% (18/24),38% (8/21),3/3,1/1,43% (3/7),5/7,0/0,- (0/0),- (0/0)
2017 Roland Garros R64,W vsSousa,63% (12/19),43% (6/14),3/7,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2017 Roland Garros R128,W vsGranollers,71% (10/14),40% (8/20),3/11,1/1,60% (6/10),0/0,0/0,- (0/0),- (0/0)
2017 Rome F,L vsZverev,54% (7/13),- (0/0),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2017 Rome SF,W vsThiem,88% (7/8),71% (5/7),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Rome QF,W vsdel Potro,73% (8/11),80% (4/5),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2017 Rome R16,W vsBautista Agut,56% (9/16),43% (3/7),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2017 Rome R32,W vsBedene,53% (9/17),43% (3/7),2/6,1/4,50% (1/2),0/0,0/0,80% (4/5),75% (3/4)
2017 Madrid SF,L vsNadal,56% (5/9),50% (1/2),0/0,0/0,33% (2/6),3/5,2/3,- (0/0),- (0/0)
2017 Madrid R16,W vsLopez,58% (11/19),40% (2/5),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Madrid R32,W vsAlmagro,71% (12/17),45% (5/11),2/2,1/1,57% (4/7),1/2,0/0,- (0/0),- (0/0)
2017 Monte Carlo QF,L vsGoffin,55% (11/20),22% (2/9),1/4,0/0,76% (13/17),4/6,4/5,- (0/0),- (0/0)
2017 Monte Carlo R16,W vsCarreno Busta,53% (10/19),43% (6/14),2/3,1/1,67% (8/12),2/3,0/0,- (0/0),- (0/0)
2017 Monte Carlo R32,W vsSimon,67% (10/15),38% (6/16),2/2,1/1,17% (1/6),0/1,0/0,- (0/0),- (0/0)
2017 Davis Cup RR,W vsRamos,67% (14/21),44% (4/9),3/5,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2017 Indian Wells R16,L vsKyrgios,67% (10/15),- (0/0),0/0,0/0,80% (4/5),1/3,1/2,60% (3/5),0% (0/5)
2017 Indian Wells R32,W vsdel Potro,75% (12/16),38% (5/13),2/2,1/1,25% (1/4),1/2,0/0,- (0/0),- (0/0)
2017 Indian Wells R64,W vsEdmund,47% (9/19),38% (3/8),2/3,1/2,33% (1/3),0/0,0/0,67% (4/6),50% (3/6)
2017 Acapulco QF,L vsKyrgios,100% (11/11),0% (0/1),0/2,0/0,0% (0/1),3/5,0/1,80% (8/10),10% (1/10)
2017 Acapulco R16,W vsdel Potro,52% (11/21),71% (5/7),2/3,1/2,60% (6/10),1/2,0/0,- (0/0),- (0/0)
2017 Acapulco R32,W vsKlizan,64% (9/14),75% (3/4),2/3,1/1,67% (4/6),0/0,0/0,83% (5/6),40% (2/5)
2017 Australian Open R64,L vsIstomin,68% (23/34),40% (6/15),2/5,0/0,71% (10/14),6/9,0/1,60% (9/15),27% (4/15)
2017 Australian Open R128,W vsVerdasco,71% (12/17),38% (6/16),3/6,1/1,60% (3/5),0/0,0/0,67% (4/6),60% (3/5)
2017 Doha F,W vsMurray,58% (14/24),75% (3/4),2/5,1/4,71% (5/7),1/2,0/0,- (0/0),- (0/0)
2017 Doha SF,W vsVerdasco,75% (12/16),57% (4/7),2/2,1/1,57% (4/7),7/8,5/5,50% (4/8),63% (5/8)
2017 Doha QF,W vsStepanek,62% (8/13),67% (4/6),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Doha R16,W vsZeballos,100% (10/10),100% (2/2),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Doha R32,W vsStruff,100% (8/8),44% (4/9),2/3,1/2,60% (3/5),0/0,0/0,100% (4/4),75% (3/4)
2016 Tour Finals F,L vsMurray,60% (6/10),100% (1/1),0/0,0/0,67% (6/9),2/4,2/3,- (0/0),- (0/0)
2016 Tour Finals SF,W vsNishikori,60% (6/10),55% (6/11),2/4,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Tour Finals RR,W vsThiem,68% (13/19),100% (5/5),2/4,1/1,100% (1/1),6/7,0/0,55% (6/11),36% (4/11)
2016 Tour Finals RR,W vsRaonic,91% (10/11),100% (2/2),2/3,1/1,71% (5/7),1/1,0/0,62% (8/13),54% (7/13)
2016 Tour Finals RR,W vsGoffin,44% (8/18),67% (4/6),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Paris QF,L vsCilic,62% (8/13),40% (2/5),0/0,0/0,63% (5/8),3/5,2/3,25% (1/4),20% (1/5)
2016 Paris R16,W vsDimitrov,57% (12/21),67% (4/6),2/3,1/2,75% (6/8),1/2,0/0,- (0/0),- (0/0)
2016 Paris R32,W vsMuller,77% (10/13),50% (2/4),2/5,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Shanghai SF,L vsBautista Agut,60% (6/10),22% (2/9),0/0,0/0,20% (1/5),3/5,3/4,- (0/0),- (0/0)
2016 Shanghai QF,W vsZverev,55% (12/22),33% (3/9),2/2,1/1,56% (5/9),1/2,0/0,83% (5/6),40% (2/5)
2016 Shanghai R16,W vsPospisil,69% (9/13),50% (3/6),2/4,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Shanghai R32,W vsFognini,73% (8/11),80% (4/5),2/4,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2016 US Open F,L vsWawrinka,71% (15/21),18% (3/17),1/3,0/0,40% (4/10),2/5,1/2,100% (4/4),75% (3/4)
2016 US Open SF,W vsMonfils,62% (13/21),40% (8/20),3/7,1/1,64% (7/11),1/2,0/0,- (0/0),- (0/0)
2016 US Open QF,W vsTsonga,67% (8/12),44% (4/9),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2016 US Open R16,W vsEdmund,59% (10/17),53% (8/15),3/5,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2016 US Open R128,W vsJanowicz,67% (16/24),35% (7/20),3/4,1/1,83% (10/12),0/1,0/0,- (0/0),- (0/0)
2016 Rio Olympics R64,L vsdel Potro,52% (12/23),- (0/0),0/0,0/0,100% (7/7),2/4,1/2,33% (3/9),27% (3/11)
2016 Canada F,W vsNishikori,67% (10/15),60% (3/5),2/6,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2016 Canada SF,W vsMonfils,73% (8/11),80% (4/5),2/4,1/3,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2016 Canada QF,W vsBerdych,67% (10/15),50% (2/4),2/4,1/3,88% (7/8),3/3,0/0,43% (3/7),71% (5/7)
2016 Canada R16,W vsStepanek,80% (8/10),40% (4/10),2/3,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2016 Canada R32,W vsMuller,91% (10/11),60% (3/5),2/2,1/1,33% (1/3),0/0,0/0,80% (4/5),60% (3/5)
2016 Wimbledon R32,L vsQuerrey,62% (16/26),18% (3/17),1/2,0/0,73% (11/15),4/7,1/2,62% (8/13),23% (3/13)
2016 Wimbledon R64,W vsMannarino,83% (15/18),43% (3/7),3/4,1/2,89% (8/9),0/0,0/0,83% (5/6),33% (2/6)
2016 Wimbledon R128,W vsWard,72% (13/18),50% (5/10),3/4,1/1,89% (8/9),0/0,0/0,80% (4/5),60% (3/5)
2016 Roland Garros F,W vsMurray,58% (14/24),50% (7/14),3/7,1/3,70% (7/10),2/3,0/0,- (0/0),- (0/0)
2016 Roland Garros SF,W vsThiem,92% (12/13),46% (6/13),3/5,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2016 Roland Garros QF,W vsBerdych,93% (13/14),75% (6/8),3/4,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2016 Roland Garros R16,W vsBautista Agut,72% (13/18),41% (9/22),3/6,1/2,45% (5/11),1/2,0/0,- (0/0),- (0/0)
2016 Roland Garros R32,W vsBedene,52% (11/21),41% (7/17),3/8,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2016 Roland Garros R64,W vsDarcis,54% (14/26),42% (5/12),3/11,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2016 Roland Garros R128,W vsLu,65% (11/17),50% (7/14),3/5,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Rome F,L vsMurray,55% (6/11),0% (0/3),0/0,0/0,50% (3/6),1/3,0/1,- (0/0),- (0/0)
2016 Rome SF,W vsNishikori,86% (12/14),14% (2/14),2/5,1/4,63% (5/8),0/1,0/0,67% (4/6),50% (3/6)
2016 Rome QF,W vsNadal,67% (10/15),33% (3/9),2/5,1/1,33% (1/3),5/5,0/0,60% (3/5),67% (4/6)
2016 Rome R16,W vsBellucci,53% (9/17),100% (3/3),2/2,1/1,0% (0/3),0/1,0/0,- (0/0),- (0/0)
2016 Rome R32,W vsRobert,65% (11/17),60% (3/5),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Madrid F,W vsMurray,69% (11/16),67% (4/6),2/5,1/3,80% (8/10),0/1,0/0,- (0/0),- (0/0)
2016 Madrid SF,W vsNishikori,56% (10/18),29% (2/7),2/6,1/5,80% (4/5),0/0,0/0,83% (5/6),40% (2/5)
2016 Madrid QF,W vsRaonic,59% (10/17),20% (2/10),2/6,1/4,100% (3/3),0/0,0/0,- (0/0),- (0/0)
