Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2013 Tour Finals F,W vsNadal,67% (6/9),50% (3/6),0/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2013 Tour Finals SF,W vsWawrinka,67% (6/9),67% (4/6),1/1,22% (2/9),50% (1/2),3/3,1/1,0/0,0/0,0/0
2013 Tour Finals RR,W vsGasquet,20% (3/15),67% (2/3),0/2,13% (2/16),0% (0/2),2/2,1/2,2/2,1/1,0/0
2013 Tour Finals RR,W vsFederer,40% (6/15),83% (5/6),1/2,33% (5/15),60% (3/5),3/4,1/1,1/1,1/1,0/0
2013 Paris F,W vsFerrer,58% (7/12),57% (4/7),0/2,25% (3/12),33% (1/3),2/2,0/0,2/2,0/0,0/0
2013 Paris SF,W vsFederer,38% (5/13),80% (4/5),1/2,29% (4/14),50% (2/4),4/4,2/2,1/1,1/1,0/0
2013 Paris QF,W vsWawrinka,50% (4/8),75% (3/4),0/0,33% (3/9),100% (3/3),3/3,2/2,0/0,1/1,0/0
2013 Paris R16,W vsIsner,62% (8/13),50% (4/8),0/0,0% (0/14),- (0/0),4/4,2/2,2/2,1/1,0/0
2013 Paris R32,W vsHerbert,40% (4/10),50% (2/4),0/1,18% (2/11),50% (1/2),2/2,1/2,2/2,1/2,0/0
2013 Shanghai F,W vsdel Potro,43% (6/14),33% (2/6),0/1,21% (3/14),67% (2/3),2/2,1/1,1/1,0/0,0/0
2013 Shanghai SF,W vsTsonga,70% (7/10),71% (5/7),1/2,20% (2/10),0% (0/2),2/3,0/0,0/0,0/0,0/0
2013 Shanghai QF,W vsMonfils,47% (7/15),71% (5/7),2/2,27% (4/15),50% (2/4),4/5,2/2,0/0,1/1,0/0
2013 Shanghai R16,W vsFognini,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2013 Shanghai R32,W vsGranollers,86% (6/7),83% (5/6),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2013 Beijing F,W vsNadal,33% (3/9),67% (2/3),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2013 Beijing SF,W vsGasquet,56% (5/9),80% (4/5),1/1,11% (1/9),0% (0/1),4/4,2/2,0/0,1/1,0/0
2013 Beijing QF,W vsQuerrey,86% (6/7),67% (4/6),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2013 Beijing R16,W vsVerdasco,36% (5/14),80% (4/5),0/3,36% (5/14),40% (2/5),2/2,0/0,0/0,0/0,0/0
2013 Beijing R32,W vsRosol,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2013 Davis Cup RR,W vsPospisil,58% (7/12),86% (6/7),0/0,0% (0/12),- (0/0),6/6,3/3,0/0,1/1,0/0
2013 US Open F,L vsNadal,41% (7/17),43% (3/7),1/6,41% (7/17),0% (0/7),2/3,1/1,0/1,0/0,0/0
2013 US Open SF,W vsWawrinka,29% (7/24),57% (4/7),1/5,21% (5/24),0% (0/5),3/4,2/2,0/0,1/1,0/0
2013 US Open QF,W vsYouzhny,50% (8/16),88% (7/8),0/2,38% (6/16),67% (4/6),5/6,2/2,0/0,0/0,0/0
2013 US Open R16,W vsGranollers,90% (9/10),78% (7/9),0/0,9% (1/11),100% (1/1),7/7,3/3,0/0,1/1,0/0
2013 US Open R32,W vsSousa,73% (8/11),100% (8/8),1/1,9% (1/11),0% (0/1),5/5,0/1,0/0,0/1,0/0
2013 US Open R32,W vsSousa,73% (8/11),100% (8/8),1/1,9% (1/11),0% (0/1),5/5,0/1,0/0,0/1,0/0
2013 US Open R64,W vsBecker,50% (7/14),71% (5/7),1/1,7% (1/14),0% (0/1),5/5,2/2,0/0,1/1,0/0
2013 US Open R64,W vsBecker,50% (7/14),71% (5/7),1/1,7% (1/14),0% (0/1),5/5,2/2,0/0,1/1,0/0
2013 US Open R128,W vsBerankis,73% (8/11),88% (7/8),1/1,33% (4/12),75% (3/4),7/7,3/3,0/0,1/1,0/0
2013 US Open R128,W vsBerankis,73% (8/11),88% (7/8),1/1,33% (4/12),75% (3/4),7/7,3/3,0/0,1/1,0/0
2013 Cincinnati QF,L vsIsner,19% (3/16),33% (1/3),0/0,29% (5/17),80% (4/5),1/1,1/1,3/4,0/0,1/2
2013 Cincinnati R16,W vsGoffin,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2013 Cincinnati R32,W vsMonaco,60% (6/10),83% (5/6),1/2,20% (2/10),0% (0/2),3/3,0/0,0/0,0/0,0/0
2013 Canada SF,L vsNadal,20% (3/15),67% (2/3),1/2,25% (4/16),50% (2/4),2/2,1/1,3/3,0/0,2/2
2013 Canada QF,W vsGasquet,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2013 Canada QF,W vsGasquet,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2013 Canada R16,W vsIstomin,36% (5/14),60% (3/5),0/2,21% (3/14),0% (0/3),2/3,2/2,0/1,1/1,0/0
2013 Canada R16,W vsIstomin,36% (5/14),60% (3/5),0/2,21% (3/14),0% (0/3),2/3,2/2,0/1,1/1,0/0
2013 Canada R32,W vsMayer,57% (4/7),100% (4/4),0/0,50% (4/8),100% (4/4),3/3,1/1,0/0,1/1,0/0
2013 Wimbledon F,L vsMurray,44% (7/16),57% (4/7),1/7,50% (8/16),13% (1/8),3/4,0/0,1/1,0/0,0/0
2013 Wimbledon SF,W vsdel Potro,30% (8/27),38% (3/8),0/2,21% (6/28),67% (4/6),1/2,1/1,3/3,1/1,0/0
2013 Wimbledon QF,W vsBerdych,47% (7/15),57% (4/7),1/2,13% (2/16),0% (0/2),3/3,1/1,2/2,1/1,0/0
2013 Wimbledon R16,W vsHaas,53% (8/15),75% (6/8),0/2,21% (3/14),33% (1/3),4/4,0/1,0/0,0/1,0/0
2013 Wimbledon R32,W vsChardy,67% (8/12),63% (5/8),0/0,0% (0/13),- (0/0),5/5,3/3,0/0,1/1,0/0
2013 Wimbledon R32,W vsChardy,67% (8/12),63% (5/8),0/0,0% (0/13),- (0/0),5/5,3/3,0/0,1/1,0/0
2013 Wimbledon R64,W vsReynolds,64% (9/14),44% (4/9),0/0,0% (0/14),- (0/0),3/3,1/1,0/0,1/1,0/0
2013 Wimbledon R64,W vsReynolds,64% (9/14),44% (4/9),0/0,0% (0/14),- (0/0),3/3,1/1,0/0,1/1,0/0
2013 Wimbledon R128,W vsMayer,27% (4/15),75% (3/4),0/0,13% (2/16),100% (2/2),3/3,3/3,1/1,1/1,0/0
2013 Wimbledon R128,W vsMayer,27% (4/15),75% (3/4),0/0,13% (2/16),100% (2/2),3/3,3/3,1/1,1/1,0/0
2013 Roland Garros SF,L vsNadal,19% (5/27),100% (5/5),3/7,37% (10/27),20% (2/10),4/4,1/1,5/6,0/0,3/4
2013 Roland Garros QF,W vsHaas,41% (7/17),71% (5/7),1/2,13% (2/16),0% (0/2),3/4,1/2,0/0,1/2,0/0
2013 Roland Garros R16,W vsKohlschreiber,32% (6/19),67% (4/6),0/2,30% (6/20),67% (4/6),3/4,3/4,1/1,1/2,0/0
2013 Roland Garros R32,W vsDimitrov,62% (8/13),88% (7/8),0/1,25% (3/12),67% (2/3),5/6,2/2,0/0,0/0,0/0
2013 Roland Garros R32,W vsDimitrov,62% (8/13),88% (7/8),0/1,25% (3/12),67% (2/3),5/6,2/2,0/0,0/0,0/0
2013 Roland Garros R64,W vsPella,82% (9/11),78% (7/9),0/0,9% (1/11),100% (1/1),4/4,0/0,0/0,0/0,0/0
2013 Roland Garros R64,W vsPella,82% (9/11),78% (7/9),0/0,9% (1/11),100% (1/1),4/4,0/0,0/0,0/0,0/0
2013 Roland Garros R128,W vsGoffin,35% (6/17),50% (3/6),1/1,12% (2/17),50% (1/2),3/3,2/2,1/1,1/1,0/0
2013 Roland Garros R128,W vsGoffin,35% (6/17),50% (3/6),1/1,12% (2/17),50% (1/2),3/3,2/2,1/1,1/1,0/0
2013 Rome QF,L vsBerdych,27% (4/15),75% (3/4),0/3,20% (3/15),0% (0/3),2/2,0/1,1/1,0/1,1/1
2013 Rome R16,W vsDolgopolov,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2013 Rome R32,W vsMontanes,63% (5/8),80% (4/5),1/1,33% (3/9),67% (2/3),3/3,1/1,0/0,1/1,0/0
2013 Madrid R32,L vsDimitrov,38% (6/16),33% (2/6),2/3,35% (6/17),33% (2/6),1/1,0/0,2/3,0/0,2/3
2013 Monte Carlo F,W vsNadal,60% (6/10),83% (5/6),2/3,40% (4/10),25% (1/4),3/3,0/1,0/0,0/0,0/0
2013 Monte Carlo SF,W vsFognini,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2013 Monte Carlo QF,W vsNieminen,70% (7/10),86% (6/7),3/3,33% (3/9),0% (0/3),4/5,1/2,0/0,0/1,0/0
2013 Monte Carlo R16,W vsMonaco,54% (7/13),100% (7/7),2/4,31% (4/13),0% (0/4),3/5,0/1,0/0,0/1,0/0
2013 Monte Carlo R32,W vsYouzhny,54% (7/13),71% (5/7),0/3,29% (4/14),25% (1/4),5/5,2/2,2/2,1/1,0/0
2013 Miami R16,L vsHaas,11% (1/9),100% (1/1),0/4,67% (6/9),33% (2/6),1/1,0/0,0/0,0/0,0/0
2013 Miami R32,W vsDevvarman,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2013 Miami R64,W vsRosol,83% (5/6),100% (5/5),0/0,29% (2/7),100% (2/2),5/5,2/2,0/0,1/1,0/0
2013 Indian Wells SF,L vsdel Potro,33% (5/15),80% (4/5),2/5,40% (6/15),17% (1/6),2/3,0/0,1/1,0/0,0/0
2013 Indian Wells QF,W vsTsonga,75% (6/8),67% (4/6),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2013 Indian Wells R16,W vsQuerrey,56% (5/9),80% (4/5),0/1,33% (3/9),67% (2/3),3/4,1/1,2/2,0/0,0/0
2013 Indian Wells R32,W vsDimitrov,33% (3/9),100% (3/3),0/1,10% (1/10),0% (0/1),3/3,1/1,3/3,1/1,0/0
2013 Indian Wells R64,W vsFognini,69% (9/13),67% (6/9),0/2,23% (3/13),33% (1/3),3/4,0/0,0/0,0/0,0/0
2013 Dubai F,W vsBerdych,30% (3/10),100% (3/3),0/1,27% (3/11),67% (2/3),2/2,1/1,0/0,1/1,0/0
2013 Dubai SF,W vsdel Potro,40% (4/10),75% (3/4),0/2,18% (2/11),0% (0/2),3/3,1/2,1/1,0/1,0/0
2013 Dubai QF,W vsSeppi,86% (6/7),67% (4/6),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2013 Dubai R16,W vsBautista Agut,60% (6/10),67% (4/6),0/1,11% (1/9),0% (0/1),3/3,0/1,0/0,0/1,0/0
2013 Dubai R32,W vsTroicki,75% (6/8),67% (4/6),1/1,11% (1/9),0% (0/1),4/4,2/2,0/0,1/1,0/0
2013 Australian Open F,W vsMurray,25% (5/20),60% (3/5),0/0,10% (2/21),100% (2/2),3/3,2/2,2/2,1/1,0/0
2013 Australian Open SF,W vsFerrer,58% (7/12),100% (7/7),0/0,0% (0/11),- (0/0),6/6,2/2,0/0,0/0,0/0
2013 Australian Open QF,W vsBerdych,41% (7/17),86% (6/7),0/1,18% (3/17),67% (2/3),5/5,2/2,1/1,1/1,0/0
2013 Australian Open R16,W vsWawrinka,29% (9/31),78% (7/9),1/6,34% (11/32),36% (4/11),4/6,2/2,4/5,0/0,0/0
2013 Australian Open R32,W vsStepanek,40% (6/15),50% (3/6),0/0,13% (2/16),100% (2/2),2/2,2/2,1/1,1/1,0/0
2013 Australian Open R32,W vsStepanek,40% (6/15),50% (3/6),0/0,13% (2/16),100% (2/2),2/2,2/2,1/1,1/1,0/0
2013 Australian Open R64,W vsHarrison,67% (8/12),75% (6/8),0/0,0% (0/12),- (0/0),5/5,2/2,0/0,0/0,0/0
2013 Australian Open R64,W vsHarrison,67% (8/12),75% (6/8),0/0,0% (0/12),- (0/0),5/5,2/2,0/0,0/0,0/0
2013 Australian Open R128,W vsMathieu,27% (4/15),100% (4/4),0/0,7% (1/15),100% (1/1),4/4,3/3,1/1,1/1,0/0
2013 Australian Open R128,W vsMathieu,27% (4/15),100% (4/4),0/0,7% (1/15),100% (1/1),4/4,3/3,1/1,1/1,0/0
2012 Tour Finals F,W vsFederer,42% (5/12),80% (4/5),0/3,33% (4/12),25% (1/4),2/3,0/1,2/2,0/0,0/0
2012 Tour Finals SF,W vsdel Potro,38% (5/13),80% (4/5),1/2,29% (4/14),50% (2/4),4/4,2/2,0/0,1/1,0/0
2012 Tour Finals RR,W vsMurray,33% (5/15),60% (3/5),0/2,31% (5/16),60% (3/5),3/3,2/2,2/2,1/1,1/1
2012 Paris R32,L vsQuerrey,36% (5/14),80% (4/5),0/2,14% (2/14),0% (0/2),4/4,1/1,3/3,0/0,1/1
2012 Shanghai F,W vsMurray,41% (7/17),86% (6/7),2/5,31% (5/16),0% (0/5),3/5,0/0,1/1,0/0,1/1
2012 Shanghai SF,W vsBerdych,33% (3/9),100% (3/3),0/1,20% (2/10),50% (1/2),2/3,2/3,0/0,1/1,0/0
2012 Shanghai QF,W vsHaas,56% (5/9),100% (5/5),2/2,22% (2/9),0% (0/2),3/4,1/2,0/0,0/1,0/0
2012 Shanghai R16,W vsLopez,56% (5/9),60% (3/5),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2012 Shanghai R32,W vsDimitrov,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2012 Beijing F,W vsTsonga,50% (5/10),60% (3/5),1/1,40% (4/10),75% (3/4),3/3,1/1,0/0,1/1,0/0
2012 Beijing SF,W vsMayer,38% (3/8),100% (3/3),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2012 Beijing QF,W vsMelzer,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2012 Beijing R16,W vsBerlocq,88% (7/8),86% (6/7),1/2,38% (3/8),33% (1/3),4/5,1/3,0/0,0/2,0/0
2012 Beijing R32,W vsBerrer,38% (5/13),80% (4/5),0/0,7% (1/14),100% (1/1),3/3,1/1,2/2,0/0,0/0
2012 US Open F,L vsMurray,44% (11/25),82% (9/11),3/7,50% (12/24),33% (4/12),8/8,1/1,2/3,0/0,0/0
2012 US Open SF,W vsFerrer,44% (7/16),86% (6/7),0/3,29% (5/17),40% (2/5),6/6,3/3,1/1,1/1,0/0
2012 US Open QF,W vsdel Potro,62% (8/13),75% (6/8),0/1,8% (1/13),0% (0/1),5/5,1/1,1/1,1/1,0/0
2012 US Open R32,W vsBenneteau,50% (6/12),83% (5/6),0/0,0% (0/13),- (0/0),5/5,3/3,0/0,1/1,0/0
2012 US Open R64,W vsDutra Silva,64% (7/11),86% (6/7),0/0,0% (0/12),- (0/0),5/5,2/2,0/0,1/1,0/0
2012 US Open R64,W vsDutra Silva,64% (7/11),86% (6/7),0/0,0% (0/12),- (0/0),5/5,2/2,0/0,1/1,0/0
2012 US Open R128,W vsLorenzi,90% (9/10),100% (9/9),1/1,10% (1/10),0% (0/1),8/8,2/2,0/0,0/0,0/0
2012 US Open R128,W vsLorenzi,90% (9/10),100% (9/9),1/1,10% (1/10),0% (0/1),8/8,2/2,0/0,0/0,0/0
2012 Cincinnati F,L vsFederer,0% (0/9),- (0/0),0/3,33% (3/9),0% (0/3),0/0,0/0,0/0,0/0,0/0
2012 Cincinnati SF,W vsdel Potro,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2012 Cincinnati QF,W vsCilic,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2012 Cincinnati R32,W vsSeppi,60% (6/10),33% (2/6),0/0,0% (0/10),- (0/0),2/2,1/1,0/0,1/1,0/0
2012 Canada F,W vsGasquet,38% (3/8),100% (3/3),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2012 Canada SF,W vsTipsarevic,63% (5/8),60% (3/5),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,1/1,0/0
2012 Canada QF,W vsHaas,46% (6/13),33% (2/6),0/1,36% (5/14),80% (4/5),2/2,2/2,1/1,1/1,0/0
2012 Canada R16,W vsQuerrey,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2012 Canada R32,W vsTomic,75% (6/8),50% (3/6),0/0,33% (3/9),100% (3/3),2/2,1/1,0/0,1/1,0/0
2012 London Olympics BR,L vsdel Potro,27% (3/11),0% (0/3),0/2,27% (3/11),33% (1/3),0/0,0/0,1/1,0/0,1/1
2012 London Olympics SF,L vsMurray,33% (4/12),0% (0/4),0/0,25% (3/12),33% (1/3),0/0,0/0,2/4,0/0,1/2
2012 London Olympics QF,W vsTsonga,56% (5/9),80% (4/5),0/1,30% (3/10),67% (2/3),4/4,2/2,1/1,1/1,0/0
2012 London Olympics R16,W vsHewitt,29% (4/14),100% (4/4),0/2,13% (2/15),0% (0/2),2/3,1/2,0/0,1/1,0/0
2012 London Olympics R32,W vsRoddick,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2012 Wimbledon SF,L vsFederer,11% (2/19),50% (1/2),0/2,33% (6/18),50% (3/6),1/1,1/1,2/3,0/0,1/1
2012 Wimbledon QF,W vsMayer,54% (7/13),71% (5/7),1/1,29% (4/14),75% (3/4),4/4,2/2,0/0,1/1,0/0
2012 Wimbledon R16,W vsTroicki,58% (7/12),86% (6/7),1/1,15% (2/13),50% (1/2),4/5,2/2,0/0,1/1,0/0
2012 Wimbledon R32,W vsStepanek,71% (12/17),50% (6/12),0/0,18% (3/17),67% (2/3),6/6,3/3,0/1,1/1,0/0
2012 Wimbledon R32,W vsStepanek,71% (12/17),50% (6/12),0/0,18% (3/17),67% (2/3),6/6,3/3,0/1,1/1,0/0
2012 Wimbledon R64,W vsHarrison,20% (3/15),100% (3/3),0/0,7% (1/15),100% (1/1),3/3,3/3,0/0,1/1,0/0
2012 Wimbledon R64,W vsHarrison,20% (3/15),100% (3/3),0/0,7% (1/15),100% (1/1),3/3,3/3,0/0,1/1,0/0
2012 Wimbledon R128,W vsFerrero,50% (6/12),100% (6/6),1/1,23% (3/13),67% (2/3),5/5,2/2,0/0,1/1,0/0
2012 Wimbledon R128,W vsFerrero,50% (6/12),100% (6/6),1/1,23% (3/13),67% (2/3),5/5,2/2,0/0,1/1,0/0
2012 Roland Garros F,L vsNadal,47% (9/19),78% (7/9),2/7,45% (9/20),0% (0/9),6/7,1/1,2/4,0/0,1/2
2012 Roland Garros SF,W vsFederer,47% (7/15),100% (7/7),3/4,31% (5/16),20% (1/5),4/5,1/1,0/0,1/1,0/0
2012 Roland Garros QF,W vsTsonga,38% (9/24),67% (6/9),0/2,27% (7/26),43% (3/7),5/6,2/2,4/6,1/1,2/2
2012 Roland Garros R16,W vsSeppi,58% (15/26),60% (9/15),1/6,31% (8/26),25% (2/8),5/7,1/1,1/1,1/1,0/0
2012 Roland Garros R32,W vsDevilder,64% (7/11),100% (7/7),1/1,25% (3/12),67% (2/3),6/7,3/3,0/0,1/1,0/0
2012 Roland Garros R32,W vsDevilder,64% (7/11),100% (7/7),1/1,25% (3/12),67% (2/3),6/7,3/3,0/0,1/1,0/0
2012 Roland Garros R64,W vsKavcic,62% (8/13),75% (6/8),0/1,15% (2/13),50% (1/2),3/3,0/0,0/0,0/0,0/0
2012 Roland Garros R64,W vsKavcic,62% (8/13),75% (6/8),0/1,15% (2/13),50% (1/2),3/3,0/0,0/0,0/0,0/0
2012 Roland Garros R128,W vsStarace,50% (7/14),57% (4/7),0/0,0% (0/14),- (0/0),3/3,1/1,0/0,1/1,0/0
2012 Rome F,L vsNadal,30% (3/10),33% (1/3),1/3,45% (5/11),20% (1/5),1/1,0/0,0/1,0/0,0/1
2012 Rome SF,W vsFederer,40% (4/10),75% (3/4),0/1,10% (1/10),0% (0/1),3/3,1/2,1/1,0/1,0/0
2012 Rome QF,W vsTsonga,56% (5/9),100% (5/5),1/2,40% (4/10),50% (2/4),3/4,1/1,0/0,1/1,0/0
2012 Rome R32,W vsTomic,56% (5/9),80% (4/5),1/1,11% (1/9),0% (0/1),3/3,1/2,0/0,1/1,0/0
2012 Madrid QF,L vsTipsarevic,27% (3/11),0% (0/3),0/1,20% (2/10),50% (1/2),0/0,0/0,1/1,0/0,1/1
2012 Madrid R16,W vsWawrinka,45% (5/11),40% (2/5),0/1,9% (1/11),0% (0/1),1/2,1/2,0/0,1/2,0/0
2012 Madrid R32,W vsGimeno Traver,33% (4/12),75% (3/4),0/2,23% (3/13),33% (1/3),2/2,1/1,1/1,1/1,0/0
2012 Monte Carlo F,L vsNadal,13% (1/8),100% (1/1),1/4,75% (6/8),17% (1/6),0/1,0/0,0/1,0/0,0/0
2012 Monte Carlo SF,W vsBerdych,46% (6/13),67% (4/6),0/2,36% (5/14),60% (3/5),3/4,2/2,0/0,1/1,0/0
2012 Monte Carlo QF,W vsHaase,100% (9/9),78% (7/9),3/4,56% (5/9),20% (1/5),3/5,0/1,0/0,0/1,0/0
2012 Monte Carlo R16,W vsDolgopolov,50% (6/12),50% (3/6),0/2,23% (3/13),33% (1/3),3/3,2/2,0/0,1/1,0/0
2012 Monte Carlo R32,W vsSeppi,75% (6/8),50% (3/6),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2012 Miami F,W vsMurray,56% (5/9),40% (2/5),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,0/0,0/0
2012 Miami SF,W vsMonaco,67% (6/9),67% (4/6),0/1,33% (3/9),67% (2/3),4/4,1/2,1/1,0/1,0/0
2012 Miami QF,W vsFerrer,50% (5/10),80% (4/5),0/2,30% (3/10),33% (1/3),2/4,1/2,1/1,0/1,0/0
2012 Miami R16,W vsGasquet,50% (5/10),60% (3/5),0/1,27% (3/11),67% (2/3),2/2,1/1,0/0,1/1,0/0
2012 Miami R32,W vsTroicki,44% (4/9),75% (3/4),0/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2012 Miami R64,W vsBaghdatis,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2012 Indian Wells SF,L vsIsner,19% (3/16),67% (2/3),0/1,12% (2/17),50% (1/2),2/2,1/2,3/3,0/0,2/2
2012 Indian Wells QF,W vsAlmagro,44% (4/9),75% (3/4),1/1,10% (1/10),0% (0/1),2/3,2/2,0/0,1/1,0/0
2012 Indian Wells R16,W vsAndujar,38% (5/13),100% (5/5),0/0,31% (4/13),100% (4/4),4/4,1/1,0/0,1/1,0/0
2012 Indian Wells R32,W vsAnderson,50% (4/8),75% (3/4),0/0,33% (3/9),100% (3/3),2/2,1/1,0/0,1/1,0/0
2012 Indian Wells R64,W vsGolubev,75% (6/8),67% (4/6),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2012 Dubai SF,L vsMurray,20% (2/10),50% (1/2),0/2,40% (4/10),0% (0/4),1/1,0/0,2/4,0/0,2/3
2012 Dubai QF,W vsTipsarevic,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),2/2,1/1,2/2,0/0,0/0
2012 Dubai R16,W vsStakhovsky,30% (3/10),67% (2/3),0/1,18% (2/11),50% (1/2),2/2,1/1,2/2,1/1,0/0
2012 Dubai R32,W vsStebe,44% (4/9),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2012 Australian Open SF,W vsMurray,64% (16/25),69% (11/16),4/7,50% (12/24),42% (5/12),6/8,1/2,0/0,0/1,0/0
2012 Australian Open QF,W vsFerrer,50% (7/14),71% (5/7),0/1,27% (4/15),50% (2/4),4/5,2/3,1/1,1/1,0/0
2012 Australian Open R16,W vsHewitt,59% (10/17),80% (8/10),2/4,28% (5/18),20% (1/5),5/7,2/2,0/0,1/1,0/0
2012 Australian Open R32,W vsMahut,90% (9/10),89% (8/9),0/0,10% (1/10),100% (1/1),6/6,1/1,0/0,0/0,0/0
2012 Australian Open R64,W vsGiraldo,67% (8/12),88% (7/8),1/1,8% (1/12),0% (0/1),6/6,2/2,0/0,0/0,0/0
2012 Australian Open R128,W vsLorenzi,100% (10/10),90% (9/10),1/1,20% (2/10),50% (1/2),6/6,0/0,0/0,0/0,0/0
2011 Tour Finals RR,L vsTipsarevic,23% (3/13),67% (2/3),1/3,29% (4/14),0% (0/4),1/2,1/1,0/1,0/0,0/1
2011 Tour Finals RR,W vsBerdych,27% (4/15),75% (3/4),2/3,33% (5/15),40% (2/5),3/3,1/1,3/3,0/0,2/2
2011 Tour Finals RR,L vsFerrer,13% (1/8),0% (0/1),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/0
2011 Paris R32,W vsDodig,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),1/1,1/1,0/0,1/1,0/0
2011 Basel SF,L vsNishikori,38% (5/13),80% (4/5),1/4,46% (6/13),17% (1/6),2/3,0/1,0/1,0/0,0/1
2011 Basel QF,W vsBaghdatis,25% (3/12),100% (3/3),0/2,15% (2/13),0% (0/2),2/2,1/1,0/0,1/1,0/0
2011 Basel R16,W vsKubot,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2011 Basel R32,W vsMalisse,33% (5/15),80% (4/5),0/2,20% (3/15),33% (1/3),2/2,0/1,0/0,0/1,0/0
2011 US Open F,W vsNadal,67% (12/18),92% (11/12),4/5,42% (8/19),25% (2/8),8/11,3/4,1/1,1/2,0/0
2011 US Open SF,W vsFederer,28% (7/25),86% (6/7),1/3,12% (3/26),0% (0/3),5/6,3/3,4/4,1/1,1/1
2011 US Open R16,W vsDolgopolov,33% (5/15),100% (5/5),1/2,20% (3/15),33% (1/3),4/5,2/2,0/0,1/1,0/0
2011 US Open R16,W vsDolgopolov,33% (5/15),100% (5/5),1/2,20% (3/15),33% (1/3),4/5,2/2,0/0,1/1,0/0
2011 US Open R16,W vsDolgopolov,33% (5/15),100% (5/5),1/2,20% (3/15),33% (1/3),4/5,2/2,0/0,1/1,0/0
2011 US Open R32,W vsDavydenko,54% (7/13),71% (5/7),1/1,14% (2/14),50% (1/2),5/5,3/3,0/0,1/1,0/0
2011 US Open R32,W vsDavydenko,54% (7/13),71% (5/7),1/1,14% (2/14),50% (1/2),5/5,3/3,0/0,1/1,0/0
2011 US Open R32,W vsDavydenko,54% (7/13),71% (5/7),1/1,14% (2/14),50% (1/2),5/5,3/3,0/0,1/1,0/0
2011 US Open R32,W vsDavydenko,54% (7/13),71% (5/7),1/1,14% (2/14),50% (1/2),5/5,3/3,0/0,1/1,0/0
2011 US Open R64,W vsBerlocq,100% (10/10),100% (10/10),2/2,30% (3/10),33% (1/3),5/7,0/0,0/0,0/0,0/0
2011 US Open R64,W vsBerlocq,100% (10/10),100% (10/10),2/2,30% (3/10),33% (1/3),5/7,0/0,0/0,0/0,0/0
2011 Cincinnati R32,W vsHarrison,63% (5/8),100% (5/5),2/2,22% (2/9),0% (0/2),3/4,1/1,0/0,1/1,0/0
