Date        ;Tournament                      ;Surface ;Rd   ;Rk  ;vRk ;                                               ;Score                        ;More ;DR   ;A%    ;DF%   ;1stIn ;1st%  ;2nd%  ;BPSvd  ;Time
27‑Sep‑2023 ;Beijing                         ;Hard    ;SF   ;  7 ;  2 ;(6)Sinner d. (1)Carlos Alcaraz [ESP]           ;7-6(4) 6-1                   ;(ch) ;1.19 ;1.3%  ;0.0%  ;58.7% ;65.9% ;48.4% ;07-sep ;1:55
27‑Sep‑2023 ;Beijing                         ;Hard    ;QF   ;  7 ; 19 ;(6)Sinner d. Grigor Dimitrov [BUL]             ;6-4 3-6 6-2                  ;     ;1.16 ;3.5%  ;1.2%  ;58.8% ;68.0% ;65.7% ;07-ago ;2:31
27‑Sep‑2023 ;Beijing                         ;Hard    ;R16  ;  7 ; 38 ;(6)Sinner d. (SE)Yoshihito Nishioka [JPN]      ;6-2 6-0                      ;     ;1.95 ;18.6% ;2.3%  ;48.8% ;90.5% ;50.0% ;01-feb ;1:07
27‑Sep‑2023 ;Beijing                         ;Hard    ;R32  ;  7 ; 33 ;(6)Sinner d. Daniel Evans [GBR]                ;6-4 6-7(2) 6-3               ;     ;1.11 ;11.0% ;2.0%  ;55.0% ;67.3% ;62.2% ;02-abr ;2:50
28‑Aug‑2023 ;US Open                         ;Hard    ;R16  ;  6 ; 12 ;(12)Alexander Zverev [GER] d. (6)Sinner        ;6-4 3-6 6-2 4-6 6-3          ;(ch) ;0.91 ;7.5%  ;4.4%  ;53.8% ;68.6% ;50.0% ;ago-14 ;4:41
28‑Aug‑2023 ;US Open                         ;Hard    ;R32  ;  6 ; 49 ;(6)Sinner d. Stan Wawrinka [SUI]               ;6-3 2-6 6-4 6-2              ;(ch) ;1.11 ;9.7%  ;4.0%  ;58.9% ;72.6% ;45.1% ;09-dic ;2:58
28‑Aug‑2023 ;US Open                         ;Hard    ;R64  ;  6 ; 39 ;(6)Sinner d. Lorenzo Sonego [ITA]              ;6-4 6-2 6-4                  ;     ;2.60 ;6.1%  ;1.5%  ;54.5% ;88.9% ;80.0% ;0/0    ;2:05
28‑Aug‑2023 ;US Open                         ;Hard    ;R128 ;  6 ; 54 ;(6)Sinner d. Yannick Hanfmann [GER]            ;6-3 6-1 6-1                  ;     ;1.68 ;6.8%  ;4.1%  ;55.4% ;78.0% ;60.6% ;04-abr ;2:18
14‑Aug‑2023 ;Cincinnati Masters              ;Hard    ;R32  ;  6 ; 66 ;(Q)Dusan Lajovic [SRB] d. (8)Sinner            ;6-4 7-6(4)                   ;     ;0.88 ;7.5%  ;0.0%  ;51.2% ;73.2% ;56.4% ;03-abr ;2:04
7‑Aug‑2023  ;Canada Masters                  ;Hard    ;F    ;  8 ; 18 ;(7)Sinner d. Alex De Minaur [AUS]              ;6-4 6-1                      ;(ch) ;1.64 ;9.6%  ;5.8%  ;50.0% ;73.1% ;57.7% ;02-abr ;1:29
7‑Aug‑2023  ;Canada Masters                  ;Hard    ;SF   ;  8 ; 14 ;(7)Sinner d. (12)Tommy Paul [USA]              ;6-4 6-4                      ;(ch) ;1.13 ;5.7%  ;4.3%  ;45.7% ;78.1% ;42.1% ;08-nov ;1:56
7‑Aug‑2023  ;Canada Masters                  ;Hard    ;QF   ;  8 ;276 ;(7)Sinner d. (PR)Gael Monfils [FRA]            ;6-4 4-6 6-3                  ;(ch) ;1.02 ;5.6%  ;3.4%  ;49.4% ;81.8% ;46.7% ;0/2    ;2:22
7‑Aug‑2023  ;Canada Masters                  ;Hard    ;R16  ;  8 ; 40 ;(7)Sinner d. Andy Murray [GBR]                 ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
7‑Aug‑2023  ;Canada Masters                  ;Hard    ;R32  ;  8 ; 38 ;(7)Sinner d. Matteo Berrettini [ITA]           ;6-4 6-3                      ;(ch) ;1.19 ;15.9% ;3.2%  ;65.1% ;82.9% ;54.5% ;07-jul ;1:30
3‑Jul‑2023  ;Wimbledon                       ;Grass   ;SF   ;  8 ;  2 ;(2)Novak Djokovic [SRB] d. (8)Sinner           ;6-3 6-4 7-6(4)               ;(ch) ;0.97 ;8.9%  ;3.3%  ;60.0% ;75.9% ;55.6% ;07-sep ;2:47
3‑Jul‑2023  ;Wimbledon                       ;Grass   ;QF   ;  8 ; 92 ;(8)Sinner d. Roman Safiullin [RUS]             ;6-4 3-6 6-2 6-2              ;(ch) ;1.57 ;15.9% ;2.3%  ;54.5% ;89.6% ;55.0% ;03-may ;2:14
3‑Jul‑2023  ;Wimbledon                       ;Grass   ;R16  ;  8 ; 85 ;(8)Sinner d. Daniel Elahi Galan [COL]          ;7-6(4) 6-4 6-3               ;(ch) ;1.86 ;13.6% ;1.1%  ;54.5% ;85.4% ;70.0% ;04-may ;2:37
3‑Jul‑2023  ;Wimbledon                       ;Grass   ;R32  ;  8 ; 79 ;(8)Sinner d. Quentin Halys [FRA]               ;3-6 6-2 6-3 6-4              ;(ch) ;1.39 ;9.2%  ;8.2%  ;49.0% ;83.3% ;62.0% ;02-abr ;2:25
3‑Jul‑2023  ;Wimbledon                       ;Grass   ;R64  ;  8 ; 98 ;(8)Sinner d. Diego Schwartzman [ARG]           ;7-5 6-1 6-2                  ;(ch) ;1.62 ;18.1% ;1.2%  ;56.6% ;80.9% ;58.3% ;04-may ;2:02
3‑Jul‑2023  ;Wimbledon                       ;Grass   ;R128 ;  8 ;111 ;(8)Sinner d. Juan Manuel Cerundolo [ARG]       ;6-2 6-2 6-2                  ;(ch) ;3.19 ;12.1% ;0.0%  ;69.0% ;82.5% ;88.9% ;02-feb ;1:30
19‑Jun‑2023 ;Halle                           ;Grass   ;QF   ;  9 ; 48 ;Alexander Bublik [KAZ] d. (4)Sinner            ;7-5 2-0 RET                  ;(ch) ;0.63 ;5.4%  ;5.4%  ;59.5% ;63.6% ;40.0% ;0/3    ;0:57
19‑Jun‑2023 ;Halle                           ;Grass   ;R16  ;  9 ; 39 ;(4)Sinner d. Lorenzo Sonego [ITA]              ;6-7(4) 6-4 6-4               ;(ch) ;1.18 ;9.4%  ;2.8%  ;61.3% ;81.5% ;53.7% ;08-ago ;2:52
19‑Jun‑2023 ;Halle                           ;Grass   ;R32  ;  9 ; 49 ;(4)Sinner d. Richard Gasquet [FRA]             ;6-3 5-7 6-2                  ;(ch) ;1.30 ;11.8% ;2.2%  ;51.6% ;79.2% ;53.3% ;04-may ;2:28
12‑Jun‑2023 ;s Hertogenbosch                 ;Grass   ;QF   ;  9 ; 42 ;Emil Ruusuvuori [FIN] d. (2)Sinner             ;6-3 6-4                      ;(ch) ;0.57 ;5.3%  ;1.8%  ;66.7% ;63.2% ;52.6% ;02-abr ;1:20
12‑Jun‑2023 ;s Hertogenbosch                 ;Grass   ;R16  ;  9 ; 47 ;(2)Sinner d. Alexander Bublik [KAZ]            ;6-4 6-2                      ;(ch) ;1.86 ;16.3% ;0.0%  ;65.3% ;84.4% ;58.8% ;01-ene ;1:23
29‑May‑2023 ;Roland Garros                   ;Clay    ;R64  ;  9 ; 79 ;Daniel Altmaier [GER] d. (8)Sinner             ;6-7(0) 7-6(7) 1-6 7-6(4) 7-5 ;(ch) ;1.06 ;5.9%  ;1.6%  ;58.8% ;70.0% ;54.5% ;04-sep ;5:26
29‑May‑2023 ;Roland Garros                   ;Clay    ;R128 ;  9 ;101 ;(8)Sinner d. Alexandre Muller [FRA]            ;6-1 6-4 6-1                  ;(ch) ;1.84 ;7.1%  ;2.9%  ;57.1% ;82.5% ;60.0% ;02-feb ;1:46
8‑May‑2023  ;Rome Masters                    ;Clay    ;R16  ;  8 ; 31 ;(24)Francisco Cerundolo [ARG] d. (8)Sinner     ;6-7(3) 6-2 6-2               ;(ch) ;0.78 ;2.3%  ;0.0%  ;69.0% ;60.0% ;40.7% ;jul-14 ;2:25
8‑May‑2023  ;Rome Masters                    ;Clay    ;R32  ;  8 ; 93 ;(8)Sinner d. (LL)Alexander Shevchenko [KAZ]    ;6-3 6-7(4) 6-2               ;(ch) ;1.34 ;1.2%  ;1.2%  ;59.3% ;70.8% ;60.6% ;06-ago ;2:12
8‑May‑2023  ;Rome Masters                    ;Clay    ;R64  ;  8 ;104 ;(8)Sinner d. (Q)Thanasi Kokkinakis [AUS]       ;6-1 6-4                      ;(ch) ;5.84 ;5.1%  ;0.0%  ;66.7% ;96.2% ;84.6% ;0/0    ;1:18
17‑Apr‑2023 ;Barcelona                       ;Clay    ;QF   ;  8 ; 20 ;(9)Lorenzo Musetti [ITA] d. (4)Sinner          ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
17‑Apr‑2023 ;Barcelona                       ;Clay    ;R16  ;  8 ; 35 ;(4)Sinner d. (16)Yoshihito Nishioka [JPN]      ;6-1 4-6 6-3                  ;     ;1.31 ;5.5%  ;2.7%  ;43.8% ;75.0% ;46.3% ;04-sep ;2:08
17‑Apr‑2023 ;Barcelona                       ;Clay    ;R32  ;  8 ; 48 ;(4)Sinner d. Diego Schwartzman [ARG]           ;6-2 6-4                      ;     ;1.42 ;1.7%  ;3.3%  ;60.0% ;55.6% ;66.7% ;05-ago ;1:40
10‑Apr‑2023 ;Monte Carlo Masters             ;Clay    ;SF   ;  8 ;  9 ;(6)Holger Rune [DEN] d. (7)Sinner              ;1-6 7-5 7-5                  ;(ch) ;0.96 ;0.0%  ;4.3%  ;56.0% ;64.6% ;56.9% ;nov-14 ;2:46
10‑Apr‑2023 ;Monte Carlo Masters             ;Clay    ;QF   ;  8 ; 21 ;(7)Sinner d. (16)Lorenzo Musetti [ITA]         ;6-2 6-2                      ;(ch) ;1.69 ;1.8%  ;0.0%  ;56.4% ;77.4% ;58.3% ;05-may ;1:15
10‑Apr‑2023 ;Monte Carlo Masters             ;Clay    ;R16  ;  8 ; 13 ;(7)Sinner d. (10)Hubert Hurkacz [POL]          ;3-6 7-6(6) 6-1               ;(ch) ;1.28 ;3.4%  ;3.4%  ;58.4% ;75.0% ;56.8% ;06-ago ;2:27
10‑Apr‑2023 ;Monte Carlo Masters             ;Clay    ;R32  ;  8 ; 37 ;(7)Sinner d. Diego Schwartzman [ARG]           ;6-0 3-1 RET                  ;(ch) ;3.85 ;8.0%  ;8.0%  ;48.0% ;83.3% ;76.9% ;0/0    ;0:42
20‑Mar‑2023 ;Miami Masters                   ;Hard    ;F    ; 11 ;  5 ;(4)Daniil Medvedev [RUS] d. (10)Sinner         ;7-5 6-3                      ;(ch) ;0.63 ;9.5%  ;0.0%  ;55.6% ;68.6% ;32.1% ;02-jun ;1:34
20‑Mar‑2023 ;Miami Masters                   ;Hard    ;SF   ; 11 ;  1 ;(10)Sinner d. (1)Carlos Alcaraz [ESP]          ;6-7(4) 6-4 6-2               ;(ch) ;1.24 ;7.7%  ;3.8%  ;63.5% ;68.2% ;55.3% ;09-dic ;3:01
20‑Mar‑2023 ;Miami Masters                   ;Hard    ;QF   ; 11 ; 54 ;(10)Sinner d. Emil Ruusuvuori [FIN]            ;6-3 6-1                      ;(ch) ;2.21 ;9.5%  ;4.8%  ;52.4% ;95.5% ;60.0% ;01-ene ;1:14
20‑Mar‑2023 ;Miami Masters                   ;Hard    ;R16  ; 11 ;  7 ;(10)Sinner d. (6)Andrey Rublev [RUS]           ;6-2 6-4                      ;(ch) ;1.81 ;17.4% ;0.0%  ;60.9% ;85.7% ;66.7% ;0/0    ;1:12
20‑Mar‑2023 ;Miami Masters                   ;Hard    ;R32  ; 11 ; 27 ;(10)Sinner d. (21)Grigor Dimitrov [BUL]        ;6-3 6-4                      ;(ch) ;1.22 ;3.8%  ;1.9%  ;60.4% ;68.8% ;47.6% ;01-mar ;1:27
20‑Mar‑2023 ;Miami Masters                   ;Hard    ;R64  ; 11 ; 58 ;(10)Sinner d. Laslo Djere [SRB]                ;6-4 6-2                      ;(ch) ;1.45 ;6.0%  ;8.0%  ;58.0% ;79.3% ;42.9% ;01-mar ;1:23
6‑Mar‑2023  ;Indian Wells Masters            ;Hard    ;SF   ; 13 ;  2 ;(1)Carlos Alcaraz [ESP] d. (11)Sinner          ;7-6(4) 6-3                   ;(ch) ;0.93 ;5.6%  ;5.6%  ;50.0% ;77.8% ;47.2% ;04-jun ;1:52
6‑Mar‑2023  ;Indian Wells Masters            ;Hard    ;QF   ; 13 ;  5 ;(11)Sinner d. (4)Taylor Fritz [USA]            ;6-4 4-6 6-4                  ;     ;1.16 ;5.7%  ;1.1%  ;63.6% ;80.4% ;46.9% ;01-mar ;2:17
6‑Mar‑2023  ;Indian Wells Masters            ;Hard    ;R16  ; 13 ;100 ;(11)Sinner d. (PR)Stan Wawrinka [SUI]          ;6-1 6-4                      ;     ;1.41 ;7.8%  ;0.0%  ;48.4% ;67.7% ;60.6% ;08-sep ;1:38
6‑Mar‑2023  ;Indian Wells Masters            ;Hard    ;R32  ; 13 ; 68 ;(11)Sinner d. Adrian Mannarino [FRA]           ;7-6(7) 6-4                   ;(ch) ;1.69 ;9.8%  ;6.6%  ;54.1% ;81.8% ;78.6% ;0/0    ;1:47
6‑Mar‑2023  ;Indian Wells Masters            ;Hard    ;R64  ; 13 ; 43 ;(11)Sinner d. Richard Gasquet [FRA]            ;6-3 7-6(2)                   ;(ch) ;1.44 ;13.6% ;1.5%  ;53.0% ;88.6% ;54.8% ;01-feb ;1:34
20‑Feb‑2023 ;Marseille                       ;Hard    ;R16  ; 12 ;118 ;(WC)Arthur Fils [FRA] d. (2)Sinner             ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
13‑Feb‑2023 ;Rotterdam                       ;Hard    ;F    ; 14 ; 11 ;(6)Daniil Medvedev [RUS] d. Sinner             ;5-7 6-2 6-2                  ;(ch) ;0.78 ;2.1%  ;1.0%  ;57.3% ;61.8% ;46.3% ;07-dic ;2:29
13‑Feb‑2023 ;Rotterdam                       ;Hard    ;SF   ; 14 ; 61 ;Sinner d. (WC)Tallon Griekspoor [NED]          ;7-5 7-6(5)                   ;(ch) ;1.15 ;9.3%  ;1.3%  ;52.0% ;82.1% ;63.9% ;0/0    ;1:56
13‑Feb‑2023 ;Rotterdam                       ;Hard    ;QF   ; 14 ;130 ;Sinner d. (PR)Stan Wawrinka [SUI]              ;6-1 6-3                      ;(ch) ;1.76 ;7.7%  ;0.0%  ;57.7% ;73.3% ;59.1% ;04-may ;1:12
13‑Feb‑2023 ;Rotterdam                       ;Hard    ;R16  ; 14 ;  3 ;Sinner d. (1)Stefanos Tsitsipas [GRE]          ;6-4 6-3                      ;(ch) ;2.64 ;6.8%  ;2.3%  ;61.4% ;88.9% ;76.5% ;0/0    ;1:21
13‑Feb‑2023 ;Rotterdam                       ;Hard    ;R32  ; 14 ; 48 ;Sinner d. Benjamin Bonzi [FRA]                 ;6-2 3-6 6-1                  ;     ;1.44 ;9.0%  ;0.0%  ;57.7% ;77.8% ;54.5% ;02-mar ;2:04
6‑Feb‑2023  ;Montpellier                     ;Hard    ;F    ; 17 ; 51 ;(2)Sinner d. Maxime Cressy [USA]               ;7-6(3) 6-3                   ;(ch) ;1.64 ;6.6%  ;1.6%  ;62.3% ;86.8% ;69.6% ;03-mar ;1:36
6‑Feb‑2023  ;Montpellier                     ;Hard    ;SF   ; 17 ;163 ;(2)Sinner d. (WC)Arthur Fils [FRA]             ;7-5 6-2                      ;(ch) ;1.75 ;9.1%  ;1.8%  ;61.8% ;82.4% ;66.7% ;02-feb ;1:34
6‑Feb‑2023  ;Montpellier                     ;Hard    ;QF   ; 17 ; 56 ;(2)Sinner d. Lorenzo Sonego [ITA]              ;6-4 6-2                      ;     ;1.52 ;2.0%  ;3.9%  ;54.9% ;64.3% ;73.9% ;02-mar ;1:35
6‑Feb‑2023  ;Montpellier                     ;Hard    ;R16  ; 17 ; 69 ;(2)Sinner d. Marton Fucsovics [HUN]            ;W/O                          ;     ;     ;      ;      ;      ;      ;      ;       ;
16‑Jan‑2023 ;Australian Open                 ;Hard    ;R16  ; 16 ;  4 ;(3)Stefanos Tsitsipas [GRE] d. (15)Sinner      ;6-4 6-4 3-6 4-6 6-3          ;(ch) ;1.06 ;8.1%  ;2.2%  ;67.6% ;71.7% ;52.3% ;06-nov ;4:00
16‑Jan‑2023 ;Australian Open                 ;Hard    ;R32  ; 16 ; 78 ;(15)Sinner d. Marton Fucsovics [HUN]           ;4-6 4-6 6-1 6-2 6-0          ;(ch) ;1.27 ;4.4%  ;3.7%  ;59.3% ;71.3% ;45.5% ;07-dic ;3:33
16‑Jan‑2023 ;Australian Open                 ;Hard    ;R64  ; 16 ; 79 ;(15)Sinner d. Tomas Martin Etcheverry [ARG]    ;6-3 6-2 6-2                  ;(ch) ;2.09 ;8.8%  ;4.4%  ;61.8% ;88.1% ;61.5% ;0/0    ;1:44
16‑Jan‑2023 ;Australian Open                 ;Hard    ;R128 ; 16 ;581 ;(15)Sinner d. Kyle Edmund [GBR]                ;6-4 6-0 6-2                  ;(ch) ;1.71 ;7.3%  ;2.4%  ;65.9% ;81.5% ;42.9% ;05-jun ;1:56
2‑Jan‑2023  ;Adelaide 1                      ;Hard    ;QF   ; 15 ; 33 ;Sebastian Korda [USA] d. (6)Sinner             ;7-5 6-1                      ;(ch) ;0.64 ;15.1% ;5.7%  ;64.2% ;67.6% ;31.6% ;04-sep ;1:26
2‑Jan‑2023  ;Adelaide 1                      ;Hard    ;R16  ; 15 ; 93 ;(6)Sinner d. (WC)Thanasi Kokkinakis [AUS]      ;7-6(2) 6-4                   ;(ch) ;1.08 ;6.4%  ;2.6%  ;74.4% ;69.0% ;60.0% ;06-jul ;2:02
2‑Jan‑2023  ;Adelaide 1                      ;Hard    ;R32  ; 15 ;582 ;(6)Sinner d. (PR)Kyle Edmund [GBR]             ;6-3 6-2                      ;     ;3.76 ;12.2% ;2.4%  ;61.0% ;92.0% ;81.3% ;0/0    ;1:05
31‑Oct‑2022 ;Paris Masters                   ;Hard    ;R64  ; 12 ; 61 ;(Q)Marc Andrea Huesler [SUI] d. (11)Sinner     ;6-2 6-3                      ;     ;0.57 ;4.0%  ;8.0%  ;42.0% ;66.7% ;44.8% ;01-may ;1:08
24‑Oct‑2022 ;Vienna                          ;Hard    ;QF   ; 12 ;  4 ;(1)Daniil Medvedev [RUS] d. (6)Sinner          ;6-4 6-2                      ;(ch) ;0.61 ;6.5%  ;0.0%  ;53.2% ;63.6% ;48.3% ;03-jun ;1:30
24‑Oct‑2022 ;Vienna                          ;Hard    ;R16  ; 12 ; 29 ;(6)Sinner d. Francisco Cerundolo [ARG]         ;7-5 6-3                      ;     ;1.23 ;3.1%  ;0.0%  ;64.6% ;64.3% ;60.9% ;02-abr ;1:29
24‑Oct‑2022 ;Vienna                          ;Hard    ;R32  ; 12 ; 86 ;(6)Sinner d. Cristian Garin [CHI]              ;6-3 6-2                      ;(ch) ;2.77 ;20.9% ;2.3%  ;60.5% ;92.3% ;70.6% ;0/0    ;1:13
26‑Sep‑2022 ;Sofia                           ;Hard    ;SF   ; 10 ; 31 ;(5)Holger Rune [DEN] d. (1)Sinner              ;5-7 6-4 5-2 RET              ;(ch) ;1.07 ;13.8% ;1.3%  ;67.5% ;72.2% ;53.8% ;01-abr ;2:29
26‑Sep‑2022 ;Sofia                           ;Hard    ;QF   ; 10 ;144 ;(1)Sinner d. Aleksandar Vukic [AUS]            ;6-2 6-3                      ;     ;1.80 ;15.0% ;8.3%  ;50.0% ;83.3% ;56.7% ;06-jul ;1:20
26‑Sep‑2022 ;Sofia                           ;Hard    ;R16  ; 10 ; 93 ;(1)Sinner d. Nuno Borges [POR]                 ;6-3 6-4                      ;     ;1.23 ;16.4% ;8.2%  ;59.0% ;88.9% ;44.0% ;0/0    ;1:25
18‑Sep‑2022 ;Davis Cup Finals RR: ITA vs SWE ;Hard    ;RR   ; 11 ; 98 ;Mikael Ymer [SWE] d. Sinner                    ;6-4 3-6 6-3                  ;     ;     ;      ;      ;      ;      ;      ;       ;
16‑Sep‑2022 ;Davis Cup Finals RR: ITA vs ARG ;Hard    ;RR   ; 11 ; 27 ;Sinner d. Francisco Cerundolo [ARG]            ;7-5 1-6 6-3                  ;     ;     ;      ;      ;      ;      ;      ;       ;
29‑Aug‑2022 ;US Open                         ;Hard    ;QF   ; 13 ;  4 ;(3)Carlos Alcaraz [ESP] d. (11)Sinner          ;6-3 6-7(7) 6-7(0) 7-5 6-3    ;(ch) ;0.86 ;3.8%  ;5.2%  ;54.9% ;64.1% ;44.8% ;15/26  ;5:15
29‑Aug‑2022 ;US Open                         ;Hard    ;R16  ; 13 ; 73 ;(11)Sinner d. Ilya Ivashka [BLR]               ;6-1 5-7 6-2 4-6 6-3          ;(ch) ;1.24 ;3.7%  ;10.4% ;46.3% ;72.6% ;48.6% ;jun-14 ;3:48
29‑Aug‑2022 ;US Open                         ;Hard    ;R32  ; 13 ; 69 ;(11)Sinner d. Brandon Nakashima [USA]          ;3-6 6-4 6-1 6-2              ;(ch) ;1.27 ;13.8% ;3.4%  ;60.3% ;74.3% ;50.0% ;06-ago ;2:59
29‑Aug‑2022 ;US Open                         ;Hard    ;R64  ; 13 ;145 ;(11)Sinner d. Christopher Eubanks [USA]        ;6-4 7-6(8) 6-2               ;     ;1.64 ;13.6% ;4.5%  ;54.5% ;85.4% ;62.5% ;03-abr ;2:24
29‑Aug‑2022 ;US Open                         ;Hard    ;R128 ; 13 ; 93 ;(11)Sinner d. Daniel Altmaier [GER]            ;5-7 6-2 6-1 3-6 6-1          ;     ;1.60 ;13.2% ;4.1%  ;57.0% ;75.4% ;67.3% ;06-sep ;3:35
15‑Aug‑2022 ;Cincinnati Masters              ;Hard    ;R16  ; 12 ;  9 ;(7)Felix Auger Aliassime [CAN] d. (10)Sinner   ;2-6 7-6(1) 6-1               ;(ch) ;0.87 ;4.3%  ;4.3%  ;55.9% ;63.5% ;56.1% ;05-ago ;2:26
